no,asset,start_date,end_date,duration,bet_type,spot,end_spot,payout,spot_unchanged,bom_win,nto_buy_price,nto_payout_rate,nto_actual_payout,nto_return,nto_client_profit
658585,frxEURUSD,2013-03-07 09:07:00,2013-03-07 09:08:00,1,FLASHU,1.30193,1.3017,13300,0,0,7000,190%,0,90%,-7000
658601,frxEURUSD,2013-03-07 09:08:00,2013-03-07 09:09:00,1,FLASHU,1.3017,1.30181,13300,0,1,7000,190%,13300,90%,6300
658603,frxGBPJPY,2013-03-07 09:08:00,2013-03-07 09:09:00,1,FLASHD,140.881,140.857,13300,0,1,7000,190%,13300,90%,6300
658661,frxUSDJPY,2013-03-07 09:10:00,2013-03-07 09:11:00,1,FLASHD,93.99,93.983,13300,0,1,7000,190%,13300,90%,6300
658684,frxUSDJPY,2013-03-07 09:12:00,2013-03-07 09:13:00,1,FLASHD,93.997,93.98,13300,0,1,7000,190%,13300,90%,6300
658685,frxGBPJPY,2013-03-07 09:12:00,2013-03-07 09:13:00,1,FLASHD,140.913,140.955,13300,0,0,7000,190%,0,90%,-7000
658688,frxGBPJPY,2013-03-07 09:13:00,2013-03-07 09:14:00,1,FLASHD,140.955,140.946,13300,0,1,7000,190%,13300,90%,6300
658693,frxGBPJPY,2013-03-07 09:14:00,2013-03-07 09:15:00,1,FLASHD,140.946,140.946,13300,1,0,7000,190%,7000,90%,0
658720,frxGBPJPY,2013-03-07 09:16:00,2013-03-07 09:17:00,1,FLASHD,140.897,140.938,13300,0,0,7000,190%,0,90%,-7000
658726,frxGBPJPY,2013-03-07 09:18:00,2013-03-07 09:19:00,1,FLASHD,140.952,140.948,13300,0,1,7000,190%,13300,90%,6300
660076,frxGBPJPY,2013-03-07 11:04:00,2013-03-07 11:05:00,1,FLASHU,141.11,141.141,13300,0,1,7000,190%,13300,90%,6300
660396,frxGBPJPY,2013-03-07 11:25:00,2013-03-07 11:26:00,1,FLASHD,141.241,141.316,12950,0,0,7000,185%,0,85%,-7000
660414,frxGBPJPY,2013-03-07 11:26:00,2013-03-07 11:27:00,1,FLASHD,141.316,141.286,12950,0,1,7000,185%,12950,85%,5950
660418,frxGBPJPY,2013-03-07 11:28:00,2013-03-07 11:29:00,1,FLASHD,141.313,141.311,12950,0,1,7000,185%,12950,85%,5950
660420,frxGBPJPY,2013-03-07 11:29:00,2013-03-07 11:30:00,1,FLASHD,141.311,141.256,12950,0,1,7000,185%,12950,85%,5950
669806,frxEURJPY,2013-03-08 10:13:00,2013-03-08 10:14:00,1,FLASHU,125.063,125.068,12600,0,1,7000,180%,12600,80%,5600
669858,frxEURJPY,2013-03-08 10:15:00,2013-03-08 10:16:00,1,FLASHU,125.059,125.005,12600,0,0,7000,180%,0,80%,-7000
669880,frxEURJPY,2013-03-08 10:16:00,2013-03-08 10:17:00,1,FLASHU,125.005,125.014,12600,0,1,7000,180%,12600,80%,5600
669881,frxUSDJPY,2013-03-08 10:16:00,2013-03-08 10:17:00,1,FLASHU,95.46,95.471,12600,0,1,7000,180%,12600,80%,5600
669912,frxEURUSD,2013-03-08 10:23:00,2013-03-08 10:24:00,1,FLASHD,1.30982,1.30977,12600,0,1,7000,180%,12600,80%,5600
682920,frxEURUSD,2013-03-11 11:19:00,2013-03-11 11:20:00,1,FLASHU,1.29933,1.29964,15200,0,1,8000,190%,15200,90%,7200
682977,frxEURUSD,2013-03-11 11:26:00,2013-03-11 11:27:00,1,FLASHD,1.29964,1.29967,15200,0,0,8000,190%,0,90%,-8000
682978,frxEURUSD,2013-03-11 11:27:00,2013-03-11 11:28:00,1,FLASHD,1.29967,1.29973,15200,0,0,8000,190%,0,90%,-8000
682982,frxEURUSD,2013-03-11 11:28:00,2013-03-11 11:29:00,1,FLASHD,1.29973,1.29964,15200,0,1,8000,190%,15200,90%,7200
683024,frxUSDJPY,2013-03-11 11:32:00,2013-03-11 11:33:00,1,FLASHU,96.051,96.049,15200,0,0,8000,190%,0,90%,-8000
683045,frxUSDJPY,2013-03-11 11:33:00,2013-03-11 11:34:00,1,FLASHU,96.049,96.066,15200,0,1,8000,190%,15200,90%,7200
683048,frxGBPJPY,2013-03-11 11:34:00,2013-03-11 11:35:00,1,FLASHU,142.915,142.915,15200,1,0,8000,190%,8000,90%,0
683069,frxGBPJPY,2013-03-11 11:36:00,2013-03-11 11:37:00,1,FLASHU,142.886,142.916,15200,0,1,8000,190%,15200,90%,7200
683098,frxEURUSD,2013-03-11 11:42:00,2013-03-11 11:43:00,1,FLASHD,1.30044,1.30014,15200,0,1,8000,190%,15200,90%,7200
683186,frxGBPJPY,2013-03-11 11:58:00,2013-03-11 11:59:00,1,FLASHD,142.922,142.913,15200,0,1,8000,190%,15200,90%,7200
684229,frxGBPJPY,2013-03-11 14:31:00,2013-03-11 14:32:00,1,FLASHD,143.232,143.235,15200,0,0,8000,190%,0,90%,-8000
684231,frxGBPJPY,2013-03-11 14:32:00,2013-03-11 14:33:00,1,FLASHD,143.235,143.252,15200,0,0,8000,190%,0,90%,-8000
684232,frxGBPJPY,2013-03-11 14:33:00,2013-03-11 14:34:00,1,FLASHD,143.252,143.216,15200,0,1,8000,190%,15200,90%,7200
684244,frxEURJPY,2013-03-11 14:35:00,2013-03-11 14:36:00,1,FLASHU,124.903,124.931,15200,0,1,8000,190%,15200,90%,7200
684250,frxEURJPY,2013-03-11 14:37:00,2013-03-11 14:38:00,1,FLASHU,124.902,124.914,15200,0,1,8000,190%,15200,90%,7200
684288,frxEURUSD,2013-03-11 14:39:00,2013-03-11 14:40:00,1,FLASHD,1.30028,1.30031,1520,0,0,800,190%,0,90%,-800
684301,frxEURUSD,2013-03-11 14:40:00,2013-03-11 14:41:00,1,FLASHD,1.30031,1.30034,1520,0,0,800,190%,0,90%,-800
684306,frxGBPJPY,2013-03-11 14:43:00,2013-03-11 14:44:00,1,FLASHU,143.107,143.136,15200,0,1,8000,190%,15200,90%,7200
695163,frxEURJPY,2013-03-12 11:52:00,2013-03-12 11:53:00,1,FLASHU,124.781,124.799,14400,0,1,8000,180%,14400,80%,6400
695164,frxGBPJPY,2013-03-12 11:54:00,2013-03-12 11:55:00,1,FLASHU,142.686,142.696,14400,0,1,8000,180%,14400,80%,6400
695268,frxUSDJPY,2013-03-12 12:07:00,2013-03-12 12:08:00,1,FLASHD,96.021,96.009,14400,0,1,8000,180%,14400,80%,6400
695314,frxUSDJPY,2013-03-12 12:11:00,2013-03-12 12:12:00,1,FLASHD,96.018,96.018,14400,1,0,8000,180%,8000,80%,0
695330,frxUSDJPY,2013-03-12 12:12:00,2013-03-12 12:13:00,1,FLASHD,96.018,96.018,14400,1,0,8000,180%,8000,80%,0
695359,frxGBPJPY,2013-03-12 12:15:00,2013-03-12 12:16:00,1,FLASHD,142.826,142.826,14400,1,0,8000,180%,8000,80%,0
695362,frxGBPJPY,2013-03-12 12:16:00,2013-03-12 12:17:00,1,FLASHD,142.826,142.826,14400,1,0,8000,180%,8000,80%,0
695390,frxEURUSD,2013-03-12 12:18:00,2013-03-12 12:19:00,1,FLASHD,1.30114,1.30114,14400,1,0,8000,180%,8000,80%,0
695584,frxGBPJPY,2013-03-12 12:29:00,2013-03-12 12:30:00,1,FLASHD,143.091,143.051,14400,0,1,8000,180%,14400,80%,6400
704509,frxEURJPY,2013-03-13 08:50:00,2013-03-13 08:51:00,1,FLASHD,124.908,124.922,15200,0,0,8000,190%,0,90%,-8000
704654,frxUSDJPY,2013-03-13 08:56:00,2013-03-13 08:57:00,1,FLASHD,95.89,95.897,15200,0,0,8000,190%,0,90%,-8000
704661,frxUSDJPY,2013-03-13 08:57:00,2013-03-13 08:58:00,1,FLASHD,95.897,95.92,15200,0,0,8000,190%,0,90%,-8000
704666,frxEURUSD,2013-03-13 08:58:00,2013-03-13 08:59:00,1,FLASHU,1.30135,1.30179,15200,0,1,8000,190%,15200,90%,7200
704667,frxUSDJPY,2013-03-13 08:58:00,2013-03-13 08:59:00,1,FLASHD,95.92,95.887,15200,0,1,8000,190%,15200,90%,7200
704766,frxEURJPY,2013-03-13 09:00:00,2013-03-13 09:01:00,1,FLASHU,124.79,124.784,15200,0,0,8000,190%,0,90%,-8000
704778,frxEURJPY,2013-03-13 09:01:00,2013-03-13 09:02:00,1,FLASHU,124.784,124.759,15200,0,0,8000,190%,0,90%,-8000
704779,frxEURJPY,2013-03-13 09:02:00,2013-03-13 09:03:00,1,FLASHU,124.759,124.771,15200,0,1,8000,190%,15200,90%,7200
704947,frxGBPJPY,2013-03-13 09:10:00,2013-03-13 09:11:00,1,FLASHD,143.219,143.177,15200,0,1,8000,190%,15200,90%,7200
705081,frxEURJPY,2013-03-13 09:16:00,2013-03-13 09:17:00,1,FLASHU,124.685,124.692,15200,0,1,8000,190%,15200,90%,7200
705095,frxEURJPY,2013-03-13 09:17:00,2013-03-13 09:18:00,1,FLASHU,124.692,124.701,15200,0,1,8000,190%,15200,90%,7200
705203,frxGBPJPY,2013-03-13 09:20:00,2013-03-13 09:21:00,1,FLASHD,143.263,143.313,15200,0,0,8000,190%,0,90%,-8000
705213,frxGBPJPY,2013-03-13 09:21:00,2013-03-13 09:22:00,1,FLASHD,143.313,143.342,15200,0,0,8000,190%,0,90%,-8000
705214,frxGBPJPY,2013-03-13 09:22:00,2013-03-13 09:23:00,1,FLASHD,143.342,143.332,15200,0,1,8000,190%,15200,90%,7200
705263,frxEURJPY,2013-03-13 09:25:00,2013-03-13 09:26:00,1,FLASHD,124.831,124.826,15200,0,1,8000,190%,15200,90%,7200
705426,frxGBPJPY,2013-03-13 09:45:00,2013-03-13 09:46:00,1,FLASHD,143.299,143.425,15200,0,0,8000,190%,0,90%,-8000
705427,frxGBPJPY,2013-03-13 09:46:00,2013-03-13 09:47:00,1,FLASHD,143.425,143.399,15200,0,1,8000,190%,15200,90%,7200
705430,frxGBPJPY,2013-03-13 09:47:00,2013-03-13 09:48:00,1,FLASHD,143.399,143.317,15200,0,1,8000,190%,15200,90%,7200
705443,frxUSDJPY,2013-03-13 09:48:00,2013-03-13 09:49:00,1,FLASHU,95.759,95.761,15200,0,1,8000,190%,15200,90%,7200
707223,frxGBPJPY,2013-03-13 12:19:00,2013-03-13 12:20:00,1,FLASHU,143.249,143.261,18000,0,1,10000,180%,18000,80%,8000
707235,frxUSDJPY,2013-03-13 12:21:00,2013-03-13 12:22:00,1,FLASHD,95.787,95.808,18000,0,0,10000,180%,0,80%,-10000
707238,frxUSDJPY,2013-03-13 12:22:00,2013-03-13 12:23:00,1,FLASHD,95.808,95.808,18000,1,0,10000,180%,10000,80%,0
707239,frxUSDJPY,2013-03-13 12:23:00,2013-03-13 12:24:00,1,FLASHD,95.808,95.787,18000,0,1,10000,180%,18000,80%,8000
718414,frxEURJPY,2013-03-14 11:55:00,2013-03-14 11:56:00,1,FLASHD,124.642,124.606,18000,0,1,10000,180%,18000,80%,8000
718418,frxGBPJPY,2013-03-14 11:57:00,2013-03-14 11:58:00,1,FLASHD,144.161,144.171,18000,0,0,10000,180%,0,80%,-10000
718422,frxEURJPY,2013-03-14 11:58:00,2013-03-14 11:59:00,1,FLASHD,124.643,124.712,18000,0,0,10000,180%,0,80%,-10000
718424,frxEURJPY,2013-03-14 11:59:00,2013-03-14 12:00:00,1,FLASHD,124.712,124.676,18000,0,1,10000,180%,18000,80%,8000
718444,frxEURUSD,2013-03-14 12:03:00,2013-03-14 12:04:00,1,FLASHU,1.29137,1.29171,18000,0,1,10000,180%,18000,80%,8000
718481,frxEURJPY,2013-03-14 12:14:00,2013-03-14 12:15:00,1,FLASHD,124.717,124.694,18000,0,1,10000,180%,18000,80%,8000
718503,frxEURUSD,2013-03-14 12:18:00,2013-03-14 12:19:00,1,FLASHD,1.29294,1.29301,18000,0,0,10000,180%,0,80%,-10000
718508,frxEURUSD,2013-03-14 12:19:00,2013-03-14 12:20:00,1,FLASHD,1.29301,1.29311,18000,0,0,10000,180%,0,80%,-10000
718545,frxGBPJPY,2013-03-14 12:23:00,2013-03-14 12:24:00,1,FLASHU,144.069,144.052,18000,0,0,10000,180%,0,80%,-10000
718587,frxGBPJPY,2013-03-14 12:25:00,2013-03-14 12:26:00,1,FLASHU,144.008,144.087,18000,0,1,10000,180%,18000,80%,8000
718589,frxUSDJPY,2013-03-14 12:25:00,2013-03-14 12:26:00,1,FLASHU,96.389,96.452,18000,0,1,10000,180%,18000,80%,8000
718717,frxGBPJPY,2013-03-14 12:59:00,2013-03-14 13:00:00,1,FLASHU,143.953,144.032,18000,0,1,10000,180%,18000,80%,8000
718727,frxEURJPY,2013-03-14 13:00:00,2013-03-14 13:01:00,1,FLASHD,124.819,124.859,18000,0,0,10000,180%,0,80%,-10000
718745,frxEURJPY,2013-03-14 13:01:00,2013-03-14 13:02:00,1,FLASHD,124.859,124.849,18000,0,1,10000,180%,18000,80%,8000
718750,frxEURJPY,2013-03-14 13:02:00,2013-03-14 13:03:00,1,FLASHD,124.849,124.836,18000,0,1,10000,180%,18000,80%,8000
718755,frxEURUSD,2013-03-14 13:02:00,2013-03-14 13:03:00,1,FLASHD,1.29428,1.29415,18000,0,1,10000,180%,18000,80%,8000
730611,frxEURUSD,2013-03-15 11:26:00,2013-03-15 11:27:00,1,FLASHU,1.30604,1.30563,18000,0,0,10000,180%,0,80%,-10000
730612,frxEURUSD,2013-03-15 11:27:00,2013-03-15 11:28:00,1,FLASHU,1.30563,1.30565,18000,0,1,10000,180%,18000,80%,8000
730628,frxUSDJPY,2013-03-15 11:28:00,2013-03-15 11:29:00,1,FLASHU,96.064,96.067,18000,0,1,10000,180%,18000,80%,8000
730645,frxUSDJPY,2013-03-15 11:29:00,2013-03-15 11:30:00,1,FLASHU,96.067,96.082,18000,0,1,10000,180%,18000,80%,8000
730675,frxGBPJPY,2013-03-15 11:37:00,2013-03-15 11:38:00,1,FLASHU,145.516,145.537,18000,0,1,10000,180%,18000,80%,8000
740422,frxGBPJPY,2013-03-18 11:30:00,2013-03-18 11:31:00,1,FLASHU,143.593,143.593,19800,1,0,11000,180%,11000,80%,0
740427,frxGBPJPY,2013-03-18 11:33:00,2013-03-18 11:34:00,1,FLASHU,143.577,143.639,19800,0,1,11000,180%,19800,80%,8800
740428,frxEURJPY,2013-03-18 11:34:00,2013-03-18 11:35:00,1,FLASHD,123.036,123.002,19800,0,1,11000,180%,19800,80%,8800
740447,frxEURJPY,2013-03-18 11:39:00,2013-03-18 11:40:00,1,FLASHD,123.062,123.026,19800,0,1,11000,180%,19800,80%,8800
749938,frxEURUSD,2013-03-19 09:02:00,2013-03-19 09:03:00,1,FLASHD,1.29387,1.29384,19800,0,1,11000,180%,19800,80%,8800
749940,frxUSDJPY,2013-03-19 09:03:00,2013-03-19 09:04:00,1,FLASHD,95.458,95.451,19800,0,1,11000,180%,19800,80%,8800
750577,frxGBPJPY,2013-03-19 11:14:00,2013-03-19 11:15:00,1,FLASHD,144.171,144.149,19800,0,1,11000,180%,19800,80%,8800
755541,frxEURUSD,2013-03-20 00:51:00,2013-03-20 00:52:00,1,FLASHD,1.28708,1.28705,21600,0,1,12000,180%,21600,80%,9600
755544,frxEURUSD,2013-03-20 00:52:00,2013-03-20 00:53:00,1,FLASHD,1.28705,1.28705,21600,1,0,12000,180%,12000,80%,0
755545,frxEURUSD,2013-03-20 00:53:00,2013-03-20 00:54:00,1,FLASHD,1.28705,1.28706,21600,0,0,12000,180%,0,80%,-12000
755546,frxGBPJPY,2013-03-20 00:54:00,2013-03-20 00:55:00,1,FLASHD,143.388,143.376,21600,0,1,12000,180%,21600,80%,9600
755685,frxGBPJPY,2013-03-20 01:02:00,2013-03-20 01:03:00,1,FLASHU,143.315,143.313,21600,0,0,12000,180%,0,80%,-12000
755696,frxGBPJPY,2013-03-20 01:03:00,2013-03-20 01:04:00,1,FLASHU,143.313,143.315,21600,0,1,12000,180%,21600,80%,9600
755707,frxGBPJPY,2013-03-20 01:04:00,2013-03-20 01:05:00,1,FLASHU,143.315,143.322,21600,0,1,12000,180%,21600,80%,9600
755827,frxGBPJPY,2013-03-20 01:10:00,2013-03-20 01:11:00,1,FLASHU,143.246,143.262,21600,0,1,12000,180%,21600,80%,9600
755958,frxEURUSD,2013-03-20 01:20:00,2013-03-20 01:21:00,1,FLASHD,1.2874,1.28722,21600,0,1,12000,180%,21600,80%,9600
757314,frxEURUSD,2013-03-20 04:28:00,2013-03-20 04:29:00,1,FLASHD,1.28756,1.28764,23400,0,0,13000,180%,0,80%,-13000
757315,frxEURUSD,2013-03-20 04:29:00,2013-03-20 04:30:00,1,FLASHD,1.28764,1.28764,23400,1,0,13000,180%,13000,80%,0
757342,frxEURJPY,2013-03-20 04:30:00,2013-03-20 04:31:00,1,FLASHD,122.414,122.411,23400,0,1,13000,180%,23400,80%,10400
757429,frxEURUSD,2013-03-20 04:45:00,2013-03-20 04:46:00,1,FLASHU,1.28713,1.28726,23400,0,1,13000,180%,23400,80%,10400
762603,frxEURUSD,2013-03-20 13:22:00,2013-03-20 13:23:00,1,FLASHD,1.2962,1.2962,23400,1,0,13000,180%,13000,80%,0
771152,frxEURUSD,2013-03-21 11:46:00,2013-03-21 11:47:00,1,FLASHD,1.29157,1.2915,23400,0,1,13000,180%,23400,80%,10400
771162,frxEURUSD,2013-03-21 11:48:00,2013-03-21 11:49:00,1,FLASHD,1.29191,1.29177,23400,0,1,13000,180%,23400,80%,10400
782851,frxGBPJPY,2013-03-22 11:49:00,2013-03-22 11:50:00,1,FLASHD,144.129,144.171,25200,0,0,14000,180%,0,80%,-14000
782966,frxUSDJPY,2013-03-22 11:50:00,2013-03-22 11:51:00,1,FLASHD,94.828,94.843,2520,0,0,1400,180%,0,80%,-1400
783022,frxUSDJPY,2013-03-22 11:52:00,2013-03-22 11:53:00,1,FLASHD,94.862,94.843,2520,0,1,1400,180%,2520,80%,1120
783026,frxEURUSD,2013-03-22 11:54:00,2013-03-22 11:55:00,1,FLASHU,1.29545,1.29523,25200,0,0,14000,180%,0,80%,-14000
783055,frxEURUSD,2013-03-22 11:55:00,2013-03-22 11:56:00,1,FLASHU,1.29523,1.29521,25200,0,0,14000,180%,0,80%,-14000
783069,frxEURUSD,2013-03-22 11:56:00,2013-03-22 11:57:00,1,FLASHU,1.29521,1.2952,25200,0,0,14000,180%,0,80%,-14000
783079,frxEURJPY,2013-03-22 11:59:00,2013-03-22 12:00:00,1,FLASHU,122.771,122.751,25200,0,0,14000,180%,0,80%,-14000
783114,frxEURJPY,2013-03-22 12:00:00,2013-03-22 12:01:00,1,FLASHU,122.751,122.792,25200,0,1,14000,180%,25200,80%,11200
783158,frxGBPJPY,2013-03-22 12:08:00,2013-03-22 12:09:00,1,FLASHU,144.13,144.115,25200,0,0,14000,180%,0,80%,-14000
783159,frxGBPJPY,2013-03-22 12:09:00,2013-03-22 12:10:00,1,FLASHU,144.115,144.107,25200,0,0,14000,180%,0,80%,-14000
783176,frxGBPJPY,2013-03-22 12:10:00,2013-03-22 12:11:00,1,FLASHU,144.107,144.075,25200,0,0,14000,180%,0,80%,-14000
783182,frxGBPJPY,2013-03-22 12:11:00,2013-03-22 12:12:00,1,FLASHU,144.075,144.054,25200,0,0,14000,180%,0,80%,-14000
783198,frxGBPJPY,2013-03-22 12:12:00,2013-03-22 12:13:00,1,FLASHU,144.054,144.036,25200,0,0,14000,180%,0,80%,-14000
783215,frxGBPJPY,2013-03-22 12:13:00,2013-03-22 12:14:00,1,FLASHU,144.036,144.02,25200,0,0,14000,180%,0,80%,-14000
783217,frxGBPJPY,2013-03-22 12:14:00,2013-03-22 12:15:00,1,FLASHU,144.02,143.966,25200,0,0,14000,180%,0,80%,-14000
783253,frxUSDJPY,2013-03-22 12:15:00,2013-03-22 12:16:00,1,FLASHU,94.769,94.791,25200,0,1,14000,180%,25200,80%,11200
783260,frxEURUSD,2013-03-22 12:16:00,2013-03-22 12:17:00,1,FLASHD,1.29547,1.29554,25200,0,0,14000,180%,0,80%,-14000
783267,frxEURUSD,2013-03-22 12:17:00,2013-03-22 12:18:00,1,FLASHD,1.29554,1.29555,25200,0,0,14000,180%,0,80%,-14000
783271,frxEURUSD,2013-03-22 12:18:00,2013-03-22 12:19:00,1,FLASHD,1.29555,1.29559,25200,0,0,14000,180%,0,80%,-14000
783277,frxEURUSD,2013-03-22 12:19:00,2013-03-22 12:20:00,1,FLASHD,1.29559,1.29553,25200,0,1,14000,180%,25200,80%,11200
783315,frxEURUSD,2013-03-22 12:24:00,2013-03-22 12:25:00,1,FLASHU,1.29493,1.29484,25200,0,0,14000,180%,0,80%,-14000
783339,frxEURUSD,2013-03-22 12:25:00,2013-03-22 12:26:00,1,FLASHU,1.29484,1.29513,25200,0,1,14000,180%,25200,80%,11200
783365,frxEURJPY,2013-03-22 12:26:00,2013-03-22 12:27:00,1,FLASHD,122.872,122.891,25200,0,0,14000,180%,0,80%,-14000
783381,frxUSDJPY,2013-03-22 12:27:00,2013-03-22 12:28:00,1,FLASHD,94.898,94.869,25200,0,1,14000,180%,25200,80%,11200
783382,frxEURJPY,2013-03-22 12:27:00,2013-03-22 12:28:00,1,FLASHD,122.891,122.839,25200,0,1,14000,180%,25200,80%,11200
783407,frxUSDJPY,2013-03-22 12:29:00,2013-03-22 12:30:00,1,FLASHD,94.885,94.887,25200,0,0,14000,180%,0,80%,-14000
783433,frxUSDJPY,2013-03-22 12:30:00,2013-03-22 12:31:00,1,FLASHD,94.887,94.889,25200,0,0,14000,180%,0,80%,-14000
783446,frxUSDJPY,2013-03-22 12:31:00,2013-03-22 12:32:00,1,FLASHD,94.889,94.9,25200,0,0,14000,180%,0,80%,-14000
783450,frxUSDJPY,2013-03-22 12:32:00,2013-03-22 12:33:00,1,FLASHD,94.9,94.879,25200,0,1,14000,180%,25200,80%,11200
783466,frxGBPJPY,2013-03-22 12:35:00,2013-03-22 12:36:00,1,FLASHD,144.299,144.3,25200,0,0,14000,180%,0,80%,-14000
783490,frxUSDJPY,2013-03-22 12:35:00,2013-03-22 12:36:00,1,FLASHD,94.943,94.953,25200,0,0,14000,180%,0,80%,-14000
783510,frxGBPJPY,2013-03-22 12:36:00,2013-03-22 12:37:00,1,FLASHD,144.3,144.27,25200,0,1,14000,180%,25200,80%,11200
783799,frxGBPJPY,2013-03-22 12:57:00,2013-03-22 12:58:00,1,FLASHU,144.195,144.153,25200,0,0,14000,180%,0,80%,-14000
783820,frxGBPJPY,2013-03-22 12:58:00,2013-03-22 12:59:00,1,FLASHU,144.153,144.165,25200,0,1,14000,180%,25200,80%,11200
783821,frxEURUSD,2013-03-22 12:58:00,2013-03-22 12:59:00,1,FLASHU,1.29508,1.29498,25200,0,0,14000,180%,0,80%,-14000
783894,frxEURUSD,2013-03-22 13:02:00,2013-03-22 13:03:00,1,FLASHU,1.29482,1.29493,25200,0,1,14000,180%,25200,80%,11200
783935,frxUSDJPY,2013-03-22 13:07:00,2013-03-22 13:08:00,1,FLASHU,94.876,94.871,25200,0,0,14000,180%,0,80%,-14000
784001,frxGBPJPY,2013-03-22 13:15:00,2013-03-22 13:16:00,1,FLASHU,144.039,144.074,25200,0,1,14000,180%,25200,80%,11200
784043,frxEURUSD,2013-03-22 13:21:00,2013-03-22 13:22:00,1,FLASHU,1.29424,1.29428,25200,0,1,14000,180%,25200,80%,11200
784088,frxEURJPY,2013-03-22 13:32:00,2013-03-22 13:33:00,1,FLASHU,122.786,122.812,25200,0,1,14000,180%,25200,80%,11200
784122,frxEURUSD,2013-03-22 13:40:00,2013-03-22 13:41:00,1,FLASHD,1.29482,1.29458,25200,0,1,14000,180%,25200,80%,11200
784145,frxEURJPY,2013-03-22 13:44:00,2013-03-22 13:45:00,1,FLASHU,122.656,122.71,25200,0,1,14000,180%,25200,80%,11200
784148,frxUSDJPY,2013-03-22 13:44:00,2013-03-22 13:45:00,1,FLASHU,94.811,94.825,25200,0,1,14000,180%,25200,80%,11200
784224,frxGBPJPY,2013-03-22 13:52:00,2013-03-22 13:53:00,1,FLASHD,144.19,144.19,25200,1,0,14000,180%,14000,80%,0
784226,frxUSDJPY,2013-03-22 13:52:00,2013-03-22 13:53:00,1,FLASHD,94.931,94.929,25200,0,1,14000,180%,25200,80%,11200
784230,frxGBPJPY,2013-03-22 13:54:00,2013-03-22 13:55:00,1,FLASHD,144.183,144.214,25200,0,0,14000,180%,0,80%,-14000
784245,frxUSDJPY,2013-03-22 13:55:00,2013-03-22 13:56:00,1,FLASHD,94.942,94.931,25200,0,1,14000,180%,25200,80%,11200
784319,frxEURUSD,2013-03-22 14:02:00,2013-03-22 14:03:00,1,FLASHD,1.29566,1.29557,25200,0,1,14000,180%,25200,80%,11200
784347,frxGBPJPY,2013-03-22 14:09:00,2013-03-22 14:10:00,1,FLASHD,144.271,144.325,25200,0,0,14000,180%,0,80%,-14000
784368,frxEURUSD,2013-03-22 14:10:00,2013-03-22 14:11:00,1,FLASHD,1.29604,1.2958,25200,0,1,14000,180%,25200,80%,11200
784446,frxGBPJPY,2013-03-22 14:10:00,2013-03-22 14:11:00,1,FLASHD,144.325,144.309,25200,0,1,14000,180%,25200,80%,11200
784481,frxEURJPY,2013-03-22 14:13:00,2013-03-22 14:14:00,1,FLASHD,123.161,123.261,25200,0,0,14000,180%,0,80%,-14000
784485,frxEURUSD,2013-03-22 14:14:00,2013-03-22 14:15:00,1,FLASHD,1.29863,1.29909,25200,0,0,14000,180%,0,80%,-14000
784489,frxEURJPY,2013-03-22 14:14:00,2013-03-22 14:15:00,1,FLASHD,123.261,123.354,25200,0,0,14000,180%,0,80%,-14000
785025,frxGBPJPY,2013-03-22 14:36:00,2013-03-22 14:37:00,1,FLASHU,144.32,144.325,14400,0,1,8000,180%,14400,80%,6400
785029,frxUSDJPY,2013-03-22 14:36:00,2013-03-22 14:37:00,1,FLASHU,94.886,94.893,14400,0,1,8000,180%,14400,80%,6400
785035,frxUSDJPY,2013-03-22 14:39:00,2013-03-22 14:40:00,1,FLASHU,94.879,94.886,16200,0,1,9000,180%,16200,80%,7200
785130,frxEURJPY,2013-03-22 14:41:00,2013-03-22 14:42:00,1,FLASHU,123.188,123.198,16200,0,1,9000,180%,16200,80%,7200
785144,frxUSDJPY,2013-03-22 14:43:00,2013-03-22 14:44:00,1,FLASHU,94.833,94.839,16200,0,1,9000,180%,16200,80%,7200
785184,frxEURUSD,2013-03-22 14:47:00,2013-03-22 14:48:00,1,FLASHD,1.29943,1.29909,16200,0,1,9000,180%,16200,80%,7200
785222,frxEURUSD,2013-03-22 14:50:00,2013-03-22 14:51:00,1,FLASHU,1.29702,1.2966,18000,0,0,10000,180%,0,80%,-10000
785247,frxGBPJPY,2013-03-22 14:51:00,2013-03-22 14:52:00,1,FLASHU,144.109,144.146,18000,0,1,10000,180%,18000,80%,8000
785262,frxUSDJPY,2013-03-22 14:52:00,2013-03-22 14:53:00,1,FLASHU,94.773,94.788,18000,0,1,10000,180%,18000,80%,8000
785348,frxUSDJPY,2013-03-22 15:12:00,2013-03-22 15:13:00,1,FLASHU,94.705,94.671,18000,0,0,10000,180%,0,80%,-10000
785368,frxUSDJPY,2013-03-22 15:14:00,2013-03-22 15:15:00,1,FLASHU,94.68,94.715,18000,0,1,10000,180%,18000,80%,8000
785383,frxEURUSD,2013-03-22 15:18:00,2013-03-22 15:19:00,1,FLASHD,1.29845,1.29836,18000,0,1,10000,180%,18000,80%,8000
785401,frxEURUSD,2013-03-22 15:23:00,2013-03-22 15:24:00,1,FLASHD,1.29878,1.29902,18000,0,0,10000,180%,0,80%,-10000
785402,frxGBPJPY,2013-03-22 15:24:00,2013-03-22 15:25:00,1,FLASHD,144.331,144.357,18000,0,0,10000,180%,0,80%,-10000
785415,frxGBPJPY,2013-03-22 15:25:00,2013-03-22 15:26:00,1,FLASHD,144.357,144.401,18000,0,0,10000,180%,0,80%,-10000
