no,asset,start_date,end_date,duration,bet_type,spot,end_spot,payout,spot_unchanged,bom_win,nto_buy_price,nto_payout_rate,nto_actual_payout,nto_return,nto_client_profit
578387,frxUSDJPY,2013-02-26 11:34:00,2013-02-26 11:35:00,1,FLASHU,91.863,91.888,9000,0,1,5000,180%,9000,80%,4000
578389,frxUSDJPY,2013-02-26 11:34:00,2013-02-26 11:35:00,1,FLASHU,91.863,91.888,9000,0,1,5000,180%,9000,80%,4000
578570,frxGBPJPY,2013-02-26 11:48:00,2013-02-26 11:49:00,1,FLASHU,139.171,139.207,9000,0,1,5000,180%,9000,80%,4000
578658,frxEURJPY,2013-02-26 11:56:00,2013-02-26 11:57:00,1,FLASHD,120.375,120.343,9000,0,1,5000,180%,9000,80%,4000
578661,frxEURUSD,2013-02-26 11:59:00,2013-02-26 12:00:00,1,FLASHU,1.30777,1.30753,9000,0,0,5000,180%,0,80%,-5000
578697,frxEURUSD,2013-02-26 12:00:00,2013-02-26 12:01:00,1,FLASHU,1.30753,1.30753,9000,1,0,5000,180%,5000,80%,0
578713,frxEURUSD,2013-02-26 12:01:00,2013-02-26 12:02:00,1,FLASHU,1.30753,1.30758,9000,0,1,5000,180%,9000,80%,4000
578730,frxGBPJPY,2013-02-26 12:04:00,2013-02-26 12:05:00,1,FLASHD,139.292,139.329,9000,0,0,5000,180%,0,80%,-5000
578751,frxGBPJPY,2013-02-26 12:05:00,2013-02-26 12:06:00,1,FLASHD,139.329,139.323,9000,0,1,5000,180%,9000,80%,4000
578758,frxGBPJPY,2013-02-26 12:06:00,2013-02-26 12:07:00,1,FLASHD,139.323,139.356,9000,0,0,5000,180%,0,80%,-5000
578761,frxGBPJPY,2013-02-26 12:07:00,2013-02-26 12:08:00,1,FLASHD,139.356,139.321,9000,0,1,5000,180%,9000,80%,4000
578790,frxEURJPY,2013-02-26 12:11:00,2013-02-26 12:12:00,1,FLASHU,120.2,120.209,9000,0,1,5000,180%,9000,80%,4000
578816,frxEURUSD,2013-02-26 12:16:00,2013-02-26 12:17:00,1,FLASHD,1.30894,1.30894,9000,1,0,5000,180%,5000,80%,0
578818,frxEURUSD,2013-02-26 12:17:00,2013-02-26 12:18:00,1,FLASHD,1.30894,1.30895,9000,0,0,5000,180%,0,80%,-5000
578851,frxGBPJPY,2013-02-26 12:22:00,2013-02-26 12:23:00,1,FLASHD,139.486,139.469,9000,0,1,5000,180%,9000,80%,4000
578866,frxGBPJPY,2013-02-26 12:23:00,2013-02-26 12:24:00,1,FLASHD,139.469,139.467,9000,0,1,5000,180%,9000,80%,4000
590107,frxEURUSD,2013-02-27 10:37:00,2013-02-27 10:38:00,1,FLASHD,1.30967,1.30977,11400,0,0,6000,190%,0,90%,-6000
590109,frxEURUSD,2013-02-27 10:38:00,2013-02-27 10:39:00,1,FLASHD,1.30977,1.3098,11400,0,0,6000,190%,0,90%,-6000
590110,frxEURUSD,2013-02-27 10:39:00,2013-02-27 10:40:00,1,FLASHD,1.3098,1.30981,11400,0,0,6000,190%,0,90%,-6000
590140,frxEURUSD,2013-02-27 10:40:00,2013-02-27 10:41:00,1,FLASHD,1.30981,1.30953,11400,0,1,6000,190%,11400,90%,5400
590142,frxGBPJPY,2013-02-27 10:42:00,2013-02-27 10:43:00,1,FLASHU,138.628,138.677,11400,0,1,6000,190%,11400,90%,5400
590210,frxGBPJPY,2013-02-27 10:52:00,2013-02-27 10:53:00,1,FLASHD,138.744,138.71,11400,0,1,6000,190%,11400,90%,5400
590213,frxEURUSD,2013-02-27 10:53:00,2013-02-27 10:54:00,1,FLASHU,1.30914,1.30885,11400,0,0,6000,190%,0,90%,-6000
590215,frxEURUSD,2013-02-27 10:54:00,2013-02-27 10:55:00,1,FLASHU,1.30885,1.30874,11400,0,0,6000,190%,0,90%,-6000
590241,frxEURUSD,2013-02-27 10:55:00,2013-02-27 10:56:00,1,FLASHU,1.30874,1.30879,11400,0,1,6000,190%,11400,90%,5400
590244,frxEURUSD,2013-02-27 10:56:00,2013-02-27 10:57:00,1,FLASHU,1.30879,1.30881,11400,0,1,6000,190%,11400,90%,5400
590246,frxEURUSD,2013-02-27 10:57:00,2013-02-27 10:58:00,1,FLASHU,1.30881,1.30864,11400,0,0,6000,190%,0,90%,-6000
590250,frxEURUSD,2013-02-27 10:58:00,2013-02-27 10:59:00,1,FLASHU,1.30864,1.30887,11400,0,1,6000,190%,11400,90%,5400
590264,frxEURJPY,2013-02-27 10:59:00,2013-02-27 11:00:00,1,FLASHU,120.01,120.104,11400,0,1,6000,190%,11400,90%,5400
590314,frxGBPJPY,2013-02-27 11:00:00,2013-02-27 11:01:00,1,FLASHD,138.841,138.756,11400,0,1,6000,190%,11400,90%,5400
590385,frxUSDJPY,2013-02-27 11:07:00,2013-02-27 11:08:00,1,FLASHU,91.619,91.642,11400,0,1,6000,190%,11400,90%,5400
590424,frxEURUSD,2013-02-27 11:10:00,2013-02-27 11:11:00,1,FLASHD,1.30936,1.30936,11400,1,0,6000,190%,6000,90%,0
590427,frxEURUSD,2013-02-27 11:11:00,2013-02-27 11:12:00,1,FLASHD,1.30936,1.30966,11400,0,0,6000,190%,0,90%,-6000
590431,frxEURUSD,2013-02-27 11:12:00,2013-02-27 11:13:00,1,FLASHD,1.30966,1.30963,11400,0,1,6000,190%,11400,90%,5400
590434,frxEURUSD,2013-02-27 11:13:00,2013-02-27 11:14:00,1,FLASHD,1.30963,1.30957,11400,0,1,6000,190%,11400,90%,5400
590437,frxEURUSD,2013-02-27 11:14:00,2013-02-27 11:15:00,1,FLASHD,1.30957,1.30963,11400,0,0,6000,190%,0,90%,-6000
590461,frxEURUSD,2013-02-27 11:15:00,2013-02-27 11:16:00,1,FLASHD,1.30963,1.30963,11400,1,0,6000,190%,6000,90%,0
590527,frxEURJPY,2013-02-27 11:24:00,2013-02-27 11:25:00,1,FLASHU,119.904,119.927,11400,0,1,6000,190%,11400,90%,5400
590557,frxGBPJPY,2013-02-27 11:29:00,2013-02-27 11:30:00,1,FLASHD,138.765,138.81,11400,0,0,6000,190%,0,90%,-6000
590608,frxGBPJPY,2013-02-27 11:30:00,2013-02-27 11:31:00,1,FLASHD,138.81,138.831,11400,0,0,6000,190%,0,90%,-6000
590625,frxGBPJPY,2013-02-27 11:31:00,2013-02-27 11:32:00,1,FLASHD,138.831,138.784,11400,0,1,6000,190%,11400,90%,5400
590668,frxEURUSD,2013-02-27 11:35:00,2013-02-27 11:36:00,1,FLASHD,1.31004,1.31018,11400,0,0,6000,190%,0,90%,-6000
590674,frxEURUSD,2013-02-27 11:36:00,2013-02-27 11:37:00,1,FLASHD,1.31018,1.31047,11400,0,0,6000,190%,0,90%,-6000
590675,frxEURUSD,2013-02-27 11:36:00,2013-02-27 11:37:00,1,FLASHD,1.31018,1.31047,11400,0,0,6000,190%,0,90%,-6000
590679,frxEURUSD,2013-02-27 11:37:00,2013-02-27 11:38:00,1,FLASHD,1.31047,1.31018,11400,0,1,6000,190%,11400,90%,5400
590680,frxEURUSD,2013-02-27 11:37:00,2013-02-27 11:38:00,1,FLASHD,1.31047,1.31018,11400,0,1,6000,190%,11400,90%,5400
590681,frxEURUSD,2013-02-27 11:37:00,2013-02-27 11:38:00,1,FLASHD,1.31047,1.31018,11400,0,1,6000,190%,11400,90%,5400
590742,frxGBPJPY,2013-02-27 11:46:00,2013-02-27 11:47:00,1,FLASHU,138.713,138.713,11400,1,0,6000,190%,6000,90%,0
590745,frxGBPJPY,2013-02-27 11:48:00,2013-02-27 11:49:00,1,FLASHU,138.743,138.813,11400,0,1,6000,190%,11400,90%,5400
590838,frxEURJPY,2013-02-27 11:56:00,2013-02-27 11:57:00,1,FLASHD,120.114,120.18,11400,0,0,6000,190%,0,90%,-6000
590854,frxEURJPY,2013-02-27 11:57:00,2013-02-27 11:58:00,1,FLASHD,120.18,120.186,11400,0,0,6000,190%,0,90%,-6000
590855,frxEURJPY,2013-02-27 11:57:00,2013-02-27 11:58:00,1,FLASHD,120.18,120.186,11400,0,0,6000,190%,0,90%,-6000
590871,frxEURJPY,2013-02-27 11:58:00,2013-02-27 11:59:00,1,FLASHD,120.186,120.134,11400,0,1,6000,190%,11400,90%,5400
590872,frxEURJPY,2013-02-27 11:58:00,2013-02-27 11:59:00,1,FLASHD,120.186,120.134,11400,0,1,6000,190%,11400,90%,5400
590873,frxEURJPY,2013-02-27 11:58:00,2013-02-27 11:59:00,1,FLASHD,120.186,120.134,11400,0,1,6000,190%,11400,90%,5400
590874,frxEURJPY,2013-02-27 11:58:00,2013-02-27 11:59:00,1,FLASHD,120.186,120.134,11400,0,1,6000,190%,11400,90%,5400
590909,frxGBPJPY,2013-02-27 12:00:00,2013-02-27 12:01:00,1,FLASHU,138.646,138.651,11400,0,1,6000,190%,11400,90%,5400
599184,frxEURJPY,2013-02-28 06:37:00,2013-02-28 06:38:00,1,FLASHU,121.371,121.378,9000,0,1,5000,180%,9000,80%,4000
599223,frxEURJPY,2013-02-28 06:44:00,2013-02-28 06:45:00,1,FLASHD,121.439,121.422,9000,0,1,5000,180%,9000,80%,4000
599267,frxGBPJPY,2013-02-28 06:46:00,2013-02-28 06:47:00,1,FLASHD,140.137,140.163,9000,0,0,5000,180%,0,80%,-5000
599280,frxGBPJPY,2013-02-28 06:47:00,2013-02-28 06:48:00,1,FLASHD,140.163,140.17,9000,0,0,5000,180%,0,80%,-5000
599281,frxGBPJPY,2013-02-28 06:47:00,2013-02-28 06:48:00,1,FLASHD,140.163,140.17,9000,0,0,5000,180%,0,80%,-5000
599293,frxGBPJPY,2013-02-28 06:48:00,2013-02-28 06:49:00,1,FLASHD,140.17,140.177,9000,0,0,5000,180%,0,80%,-5000
599294,frxGBPJPY,2013-02-28 06:48:00,2013-02-28 06:49:00,1,FLASHD,140.17,140.177,9000,0,0,5000,180%,0,80%,-5000
599309,frxGBPJPY,2013-02-28 06:49:00,2013-02-28 06:50:00,1,FLASHD,140.177,140.177,9000,1,0,5000,180%,5000,80%,0
599310,frxGBPJPY,2013-02-28 06:49:00,2013-02-28 06:50:00,1,FLASHD,140.177,140.177,9000,1,0,5000,180%,5000,80%,0
599332,frxGBPJPY,2013-02-28 06:50:00,2013-02-28 06:51:00,1,FLASHD,140.177,140.176,9000,0,1,5000,180%,9000,80%,4000
599334,frxGBPJPY,2013-02-28 06:52:00,2013-02-28 06:53:00,1,FLASHD,140.186,140.201,9000,0,0,5000,180%,0,80%,-5000
599348,frxUSDJPY,2013-02-28 06:52:00,2013-02-28 06:53:00,1,FLASHD,92.418,92.417,9000,0,1,5000,180%,9000,80%,4000
599361,frxUSDJPY,2013-02-28 06:53:00,2013-02-28 06:54:00,1,FLASHD,92.417,92.41,9000,0,1,5000,180%,9000,80%,4000
599363,frxEURUSD,2013-02-28 06:54:00,2013-02-28 06:55:00,1,FLASHU,1.31417,1.31385,9000,0,0,5000,180%,0,80%,-5000
599416,frxEURUSD,2013-02-28 06:55:00,2013-02-28 06:56:00,1,FLASHU,1.31385,1.31357,9000,0,0,5000,180%,0,80%,-5000
599422,frxEURUSD,2013-02-28 06:55:00,2013-02-28 06:56:00,1,FLASHU,1.31385,1.31357,9000,0,0,5000,180%,0,80%,-5000
599426,frxEURUSD,2013-02-28 06:55:00,2013-02-28 06:56:00,1,FLASHU,1.31385,1.31357,9000,0,0,5000,180%,0,80%,-5000
599443,frxEURUSD,2013-02-28 06:57:00,2013-02-28 06:58:00,1,FLASHU,1.31378,1.31365,9000,0,0,5000,180%,0,80%,-5000
599539,frxUSDJPY,2013-02-28 07:03:00,2013-02-28 07:04:00,1,FLASHD,92.459,92.464,9000,0,0,5000,180%,0,80%,-5000
599540,frxUSDJPY,2013-02-28 07:03:00,2013-02-28 07:04:00,1,FLASHD,92.459,92.464,9000,0,0,5000,180%,0,80%,-5000
599552,frxUSDJPY,2013-02-28 07:04:00,2013-02-28 07:05:00,1,FLASHD,92.464,92.457,9000,0,1,5000,180%,9000,80%,4000
599553,frxUSDJPY,2013-02-28 07:04:00,2013-02-28 07:05:00,1,FLASHD,92.464,92.457,9000,0,1,5000,180%,9000,80%,4000
599601,frxUSDJPY,2013-02-28 07:05:00,2013-02-28 07:06:00,1,FLASHD,92.457,92.453,9000,0,1,5000,180%,9000,80%,4000
599602,frxUSDJPY,2013-02-28 07:05:00,2013-02-28 07:06:00,1,FLASHD,92.457,92.453,9000,0,1,5000,180%,9000,80%,4000
599606,frxUSDJPY,2013-02-28 07:06:00,2013-02-28 07:07:00,1,FLASHD,92.453,92.435,9000,0,1,5000,180%,9000,80%,4000
599620,frxGBPJPY,2013-02-28 07:09:00,2013-02-28 07:10:00,1,FLASHU,140.071,140.056,9000,0,0,5000,180%,0,80%,-5000
599718,frxUSDJPY,2013-02-28 07:10:00,2013-02-28 07:11:00,1,FLASHU,92.382,92.4,9000,0,1,5000,180%,9000,80%,4000
600383,frxEURJPY,2013-02-28 09:02:00,2013-02-28 09:03:00,1,FLASHU,121.391,121.358,9000,0,0,5000,180%,0,80%,-5000
600384,frxEURJPY,2013-02-28 09:03:00,2013-02-28 09:04:00,1,FLASHU,121.358,121.395,10800,0,1,6000,180%,10800,80%,4800
600410,frxEURUSD,2013-02-28 09:05:00,2013-02-28 09:06:00,1,FLASHU,1.31337,1.31346,10800,0,1,6000,180%,10800,80%,4800
600512,frxGBPJPY,2013-02-28 09:11:00,2013-02-28 09:12:00,1,FLASHU,140.231,140.202,10800,0,0,6000,180%,0,80%,-6000
600529,frxGBPJPY,2013-02-28 09:12:00,2013-02-28 09:13:00,1,FLASHU,140.202,140.151,10800,0,0,6000,180%,0,80%,-6000
600544,frxUSDJPY,2013-02-28 09:13:00,2013-02-28 09:14:00,1,FLASHU,92.347,92.35,10800,0,1,6000,180%,10800,80%,4800
600562,frxGBPJPY,2013-02-28 09:14:00,2013-02-28 09:15:00,1,FLASHU,140.105,140.03,10800,0,0,6000,180%,0,80%,-6000
600649,frxUSDJPY,2013-02-28 09:15:00,2013-02-28 09:16:00,1,FLASHU,92.307,92.32,10800,0,1,6000,180%,10800,80%,4800
600662,frxUSDJPY,2013-02-28 09:16:00,2013-02-28 09:17:00,1,FLASHU,92.32,92.256,10800,0,0,6000,180%,0,80%,-6000
600664,frxUSDJPY,2013-02-28 09:17:00,2013-02-28 09:18:00,1,FLASHU,92.256,92.276,10800,0,1,6000,180%,10800,80%,4800
600665,frxUSDJPY,2013-02-28 09:17:00,2013-02-28 09:18:00,1,FLASHU,92.256,92.276,10800,0,1,6000,180%,10800,80%,4800
600681,frxUSDJPY,2013-02-28 09:18:00,2013-02-28 09:19:00,1,FLASHU,92.276,92.265,10800,0,0,6000,180%,0,80%,-6000
600684,frxUSDJPY,2013-02-28 09:19:00,2013-02-28 09:20:00,1,FLASHU,92.265,92.26,10800,0,0,6000,180%,0,80%,-6000
600759,frxUSDJPY,2013-02-28 09:20:00,2013-02-28 09:21:00,1,FLASHU,92.26,92.267,10800,0,1,6000,180%,10800,80%,4800
600761,frxUSDJPY,2013-02-28 09:20:00,2013-02-28 09:21:00,1,FLASHU,92.26,92.267,10800,0,1,6000,180%,10800,80%,4800
600772,frxUSDJPY,2013-02-28 09:21:00,2013-02-28 09:22:00,1,FLASHU,92.267,92.273,10800,0,1,6000,180%,10800,80%,4800
600939,frxUSDJPY,2013-02-28 09:29:00,2013-02-28 09:30:00,1,FLASHU,92.19,92.156,10800,0,0,6000,180%,0,80%,-6000
601115,frxEURUSD,2013-02-28 09:36:00,2013-02-28 09:37:00,1,FLASHD,1.31144,1.31161,10800,0,0,6000,180%,0,80%,-6000
601116,frxEURUSD,2013-02-28 09:37:00,2013-02-28 09:38:00,1,FLASHD,1.31161,1.31165,10800,0,0,6000,180%,0,80%,-6000
601121,frxGBPJPY,2013-02-28 09:38:00,2013-02-28 09:39:00,1,FLASHU,139.774,139.69,10800,0,0,6000,180%,0,80%,-6000
601124,frxGBPJPY,2013-02-28 09:39:00,2013-02-28 09:40:00,1,FLASHU,139.69,139.647,10800,0,0,6000,180%,0,80%,-6000
601166,frxGBPJPY,2013-02-28 09:40:00,2013-02-28 09:41:00,1,FLASHU,139.647,139.654,10800,0,1,6000,180%,10800,80%,4800
601309,frxUSDJPY,2013-02-28 09:50:00,2013-02-28 09:51:00,1,FLASHU,92.026,92.041,10800,0,1,6000,180%,10800,80%,4800
601333,frxEURUSD,2013-02-28 09:54:00,2013-02-28 09:55:00,1,FLASHD,1.31191,1.31221,10800,0,0,6000,180%,0,80%,-6000
601357,frxEURUSD,2013-02-28 09:55:00,2013-02-28 09:56:00,1,FLASHD,1.31221,1.31214,10800,0,1,6000,180%,10800,80%,4800
601367,frxEURUSD,2013-02-28 09:58:00,2013-02-28 09:59:00,1,FLASHD,1.31233,1.31229,10800,0,1,6000,180%,10800,80%,4800
601515,frxEURJPY,2013-02-28 10:19:00,2013-02-28 10:20:00,1,FLASHD,120.901,120.953,10800,0,0,6000,180%,0,80%,-6000
601521,frxGBPJPY,2013-02-28 10:20:00,2013-02-28 10:21:00,1,FLASHD,139.752,139.747,10800,0,1,6000,180%,10800,80%,4800
601553,frxEURUSD,2013-02-28 10:22:00,2013-02-28 10:23:00,1,FLASHD,1.31214,1.31232,10800,0,0,6000,180%,0,80%,-6000
601555,frxEURUSD,2013-02-28 10:23:00,2013-02-28 10:24:00,1,FLASHD,1.31232,1.31224,10800,0,1,6000,180%,10800,80%,4800
601613,frxUSDJPY,2013-02-28 10:31:00,2013-02-28 10:32:00,1,FLASHD,92.227,92.218,10800,0,1,6000,180%,10800,80%,4800
601619,frxEURUSD,2013-02-28 10:33:00,2013-02-28 10:34:00,1,FLASHU,1.3114,1.31121,10800,0,0,6000,180%,0,80%,-6000
601622,frxEURUSD,2013-02-28 10:34:00,2013-02-28 10:35:00,1,FLASHU,1.31121,1.31109,10800,0,0,6000,180%,0,80%,-6000
601653,frxEURUSD,2013-02-28 10:35:00,2013-02-28 10:36:00,1,FLASHU,1.31109,1.3113,10800,0,1,6000,180%,10800,80%,4800
601747,frxEURJPY,2013-02-28 10:40:00,2013-02-28 10:41:00,1,FLASHU,120.758,120.762,10800,0,1,6000,180%,10800,80%,4800
601838,frxUSDJPY,2013-02-28 10:45:00,2013-02-28 10:46:00,1,FLASHU,92.113,92.1,10800,0,0,6000,180%,0,80%,-6000
601862,frxUSDJPY,2013-02-28 10:46:00,2013-02-28 10:47:00,1,FLASHU,92.1,92.11,10800,0,1,6000,180%,10800,80%,4800
601878,frxUSDJPY,2013-02-28 10:47:00,2013-02-28 10:48:00,1,FLASHU,92.11,92.098,10800,0,0,6000,180%,0,80%,-6000
601883,frxUSDJPY,2013-02-28 10:48:00,2013-02-28 10:49:00,1,FLASHU,92.098,92.118,10800,0,1,6000,180%,10800,80%,4800
602073,frxGBPJPY,2013-02-28 11:00:00,2013-02-28 11:01:00,1,FLASHD,139.867,139.858,10800,0,1,6000,180%,10800,80%,4800
602080,frxEURJPY,2013-02-28 11:02:00,2013-02-28 11:03:00,1,FLASHD,120.808,120.818,10800,0,0,6000,180%,0,80%,-6000
602082,frxEURJPY,2013-02-28 11:03:00,2013-02-28 11:04:00,1,FLASHD,120.818,120.796,10800,0,1,6000,180%,10800,80%,4800
602086,frxEURUSD,2013-02-28 11:04:00,2013-02-28 11:05:00,1,FLASHD,1.31095,1.31067,10800,0,1,6000,180%,10800,80%,4800
602150,frxGBPJPY,2013-02-28 11:11:00,2013-02-28 11:12:00,1,FLASHD,139.946,139.923,10800,0,1,6000,180%,10800,80%,4800
602153,frxEURUSD,2013-02-28 11:13:00,2013-02-28 11:14:00,1,FLASHD,1.31111,1.31108,10800,0,1,6000,180%,10800,80%,4800
602179,frxEURJPY,2013-02-28 11:18:00,2013-02-28 11:19:00,1,FLASHU,120.673,120.663,10800,0,0,6000,180%,0,80%,-6000
602182,frxEURJPY,2013-02-28 11:19:00,2013-02-28 11:20:00,1,FLASHU,120.663,120.731,10800,0,1,6000,180%,10800,80%,4800
602216,frxEURUSD,2013-02-28 11:21:00,2013-02-28 11:22:00,1,FLASHD,1.31116,1.31167,10800,0,0,6000,180%,0,80%,-6000
602218,frxEURUSD,2013-02-28 11:22:00,2013-02-28 11:23:00,1,FLASHD,1.31167,1.312,10800,0,0,6000,180%,0,80%,-6000
602223,frxEURUSD,2013-02-28 11:23:00,2013-02-28 11:24:00,1,FLASHD,1.312,1.31199,10800,0,1,6000,180%,10800,80%,4800
602251,frxGBPJPY,2013-02-28 11:27:00,2013-02-28 11:28:00,1,FLASHD,139.968,139.966,10800,0,1,6000,180%,10800,80%,4800
602253,frxGBPJPY,2013-02-28 11:28:00,2013-02-28 11:29:00,1,FLASHD,139.966,139.933,10800,0,1,6000,180%,10800,80%,4800
602303,frxGBPJPY,2013-02-28 11:35:00,2013-02-28 11:36:00,1,FLASHD,139.991,139.989,10800,0,1,6000,180%,10800,80%,4800
602307,frxGBPJPY,2013-02-28 11:36:00,2013-02-28 11:37:00,1,FLASHD,139.989,139.957,10800,0,1,6000,180%,10800,80%,4800
602334,frxGBPJPY,2013-02-28 11:40:00,2013-02-28 11:41:00,1,FLASHD,139.994,140.035,10800,0,0,6000,180%,0,80%,-6000
602336,frxGBPJPY,2013-02-28 11:41:00,2013-02-28 11:42:00,1,FLASHD,140.035,140.053,10800,0,0,6000,180%,0,80%,-6000
602340,frxGBPJPY,2013-02-28 11:42:00,2013-02-28 11:43:00,1,FLASHD,140.053,140.076,10800,0,0,6000,180%,0,80%,-6000
602342,frxGBPJPY,2013-02-28 11:43:00,2013-02-28 11:44:00,1,FLASHD,140.076,140.081,10800,0,0,6000,180%,0,80%,-6000
602346,frxGBPJPY,2013-02-28 11:44:00,2013-02-28 11:45:00,1,FLASHD,140.081,140.071,10800,0,1,6000,180%,10800,80%,4800
602373,frxGBPJPY,2013-02-28 11:45:00,2013-02-28 11:46:00,1,FLASHD,140.071,140.019,10800,0,1,6000,180%,10800,80%,4800
602377,frxGBPJPY,2013-02-28 11:48:00,2013-02-28 11:49:00,1,FLASHD,140.108,140.106,10800,0,1,6000,180%,10800,80%,4800
602428,frxEURJPY,2013-02-28 11:53:00,2013-02-28 11:54:00,1,FLASHU,120.816,120.824,10800,0,1,6000,180%,10800,80%,4800
602449,frxEURJPY,2013-02-28 11:55:00,2013-02-28 11:56:00,1,FLASHU,120.82,120.84,10800,0,1,6000,180%,10800,80%,4800
602450,frxEURUSD,2013-02-28 11:58:00,2013-02-28 11:59:00,1,FLASHU,1.31131,1.3115,10800,0,1,6000,180%,10800,80%,4800
602479,frxGBPJPY,2013-02-28 12:00:00,2013-02-28 12:01:00,1,FLASHU,139.994,140.01,10800,0,1,6000,180%,10800,80%,4800
602544,frxEURJPY,2013-02-28 12:09:00,2013-02-28 12:10:00,1,FLASHD,120.887,120.903,10800,0,0,6000,180%,0,80%,-6000
602571,frxEURJPY,2013-02-28 12:10:00,2013-02-28 12:11:00,1,FLASHD,120.903,120.883,10800,0,1,6000,180%,10800,80%,4800
602590,frxEURUSD,2013-02-28 12:12:00,2013-02-28 12:13:00,1,FLASHU,1.31114,1.31109,10800,0,0,6000,180%,0,80%,-6000
602591,frxEURUSD,2013-02-28 12:13:00,2013-02-28 12:14:00,1,FLASHU,1.31109,1.3113,10800,0,1,6000,180%,10800,80%,4800
602618,frxUSDJPY,2013-02-28 12:15:00,2013-02-28 12:16:00,1,FLASHD,92.19,92.207,10800,0,0,6000,180%,0,80%,-6000
602632,frxUSDJPY,2013-02-28 12:16:00,2013-02-28 12:17:00,1,FLASHD,92.207,92.224,10800,0,0,6000,180%,0,80%,-6000
602646,frxUSDJPY,2013-02-28 12:17:00,2013-02-28 12:18:00,1,FLASHD,92.224,92.211,10800,0,1,6000,180%,10800,80%,4800
602659,frxEURUSD,2013-02-28 12:19:00,2013-02-28 12:20:00,1,FLASHU,1.31096,1.31129,10800,0,1,6000,180%,10800,80%,4800
602673,frxUSDJPY,2013-02-28 12:21:00,2013-02-28 12:22:00,1,FLASHD,92.223,92.207,10800,0,1,6000,180%,10800,80%,4800
602728,frxEURJPY,2013-02-28 12:31:00,2013-02-28 12:32:00,1,FLASHD,120.96,120.935,10800,0,1,6000,180%,10800,80%,4800
602730,frxEURUSD,2013-02-28 12:33:00,2013-02-28 12:34:00,1,FLASHD,1.3115,1.31253,10800,0,0,6000,180%,0,80%,-6000
602805,frxGBPJPY,2013-02-28 12:35:00,2013-02-28 12:36:00,1,FLASHD,140.216,140.231,10800,0,0,6000,180%,0,80%,-6000
602813,frxGBPJPY,2013-02-28 12:36:00,2013-02-28 12:37:00,1,FLASHD,140.231,140.196,10800,0,1,6000,180%,10800,80%,4800
602815,frxGBPJPY,2013-02-28 12:39:00,2013-02-28 12:40:00,1,FLASHD,140.298,140.319,10800,0,0,6000,180%,0,80%,-6000
602847,frxGBPJPY,2013-02-28 12:40:00,2013-02-28 12:41:00,1,FLASHD,140.319,140.286,10800,0,1,6000,180%,10800,80%,4800
602852,frxGBPJPY,2013-02-28 12:44:00,2013-02-28 12:45:00,1,FLASHD,140.334,140.291,10800,0,1,6000,180%,10800,80%,4800
602969,frxUSDJPY,2013-02-28 12:55:00,2013-02-28 12:56:00,1,FLASHD,92.3,92.277,10800,0,1,6000,180%,10800,80%,4800
602978,frxEURUSD,2013-02-28 12:57:00,2013-02-28 12:58:00,1,FLASHD,1.31281,1.31332,10800,0,0,6000,180%,0,80%,-6000
602981,frxEURUSD,2013-02-28 12:58:00,2013-02-28 12:59:00,1,FLASHD,1.31332,1.3134,10800,0,0,6000,180%,0,80%,-6000
602982,frxEURUSD,2013-02-28 12:58:00,2013-02-28 12:59:00,1,FLASHD,1.31332,1.3134,10800,0,0,6000,180%,0,80%,-6000
602986,frxEURUSD,2013-02-28 12:59:00,2013-02-28 13:00:00,1,FLASHD,1.3134,1.31321,10800,0,1,6000,180%,10800,80%,4800
602987,frxEURUSD,2013-02-28 12:59:00,2013-02-28 13:00:00,1,FLASHD,1.3134,1.31321,10800,0,1,6000,180%,10800,80%,4800
602988,frxEURUSD,2013-02-28 12:59:00,2013-02-28 13:00:00,1,FLASHD,1.3134,1.31321,10800,0,1,6000,180%,10800,80%,4800
602989,frxEURUSD,2013-02-28 13:00:00,2013-02-28 13:01:00,1,FLASHD,1.31321,1.31299,10800,0,1,6000,180%,10800,80%,4800
613886,frxUSDJPY,2013-03-01 11:38:00,2013-03-01 11:39:00,1,FLASHD,92.98,92.97,10800,0,1,6000,180%,10800,80%,4800
613902,frxGBPJPY,2013-03-01 11:39:00,2013-03-01 11:40:00,1,FLASHD,139.722,139.689,10800,0,1,6000,180%,10800,80%,4800
613944,frxUSDJPY,2013-03-01 11:41:00,2013-03-01 11:42:00,1,FLASHD,92.982,92.968,10800,0,1,6000,180%,10800,80%,4800
624236,frxGBPJPY,2013-03-04 10:03:00,2013-03-04 10:04:00,1,FLASHD,140.605,140.652,10800,0,0,6000,180%,0,80%,-6000
624237,frxGBPJPY,2013-03-04 10:04:00,2013-03-04 10:05:00,1,FLASHD,140.652,140.677,10800,0,0,6000,180%,0,80%,-6000
624261,frxGBPJPY,2013-03-04 10:05:00,2013-03-04 10:06:00,1,FLASHD,140.677,140.703,10800,0,0,6000,180%,0,80%,-6000
624267,frxEURUSD,2013-03-04 10:06:00,2013-03-04 10:07:00,1,FLASHD,1.2995,1.29953,10800,0,0,6000,180%,0,80%,-6000
624270,frxEURUSD,2013-03-04 10:07:00,2013-03-04 10:08:00,1,FLASHD,1.29953,1.29937,10800,0,1,6000,180%,10800,80%,4800
624381,frxGBPJPY,2013-03-04 10:28:00,2013-03-04 10:29:00,1,FLASHD,140.738,140.709,10800,0,1,6000,180%,10800,80%,4800
