,%ATMS,80%,82%,84%,86%,88%,90%,92%,94%,96%,98%,100%,102%,104%,106%,108%,110%,112%,114%,116%,118%,120%
82,1/30/2014,102,5.635173086,SSECOMP 1068,1,,,,,,,,,,,,,,,,,
82,1/30/2014,103,10.6085389,SSECOMP 1147,0,,,,,,,,,,,,,,,,,
82,1/30/2014,104,16.72816835,SSECOMP 1236,0,,,,,,,,,,,,,,,,,
82,1/30/2014,105,23.62156797,SSECOMP 1323,0,,,,,,,,,,,,,,,,,
82,1/30/2014,106,30.91073234,SSECOMP 1414,0,,,,,,,,,,,,,,,,,
82,1/30/2014,107,38.25974228,SSECOMP 1504,1,,,,,,,,,,,,,,,,,
82,1/30/2014,108,45.39425924,SSECOMP 1595,0,,,,,,,,,,,,,,,,,
82,1/30/2014,109,52.10297385,SSECOMP 1684,0,,,,,,,,,,,,,,,,,
82,1/30/2014,110,58.23717479,SSECOMP 1757,0,,,,,,,,,,,,,,,,,
82,1/30/2014,111,63.70433364,SSECOMP 1820,1,,,,,,,,,,,,,,,,,
82,1/9/2014,102,8.941155124,SSECOMP 1121,1,,,,,,,,,,,,,,,,,
82,1/9/2014,103,15.95130818,SSECOMP 1227,0,,,,,,,,,,,,,,,,,
82,1/9/2014,104,24.04459503,SSECOMP 1330,0,,,,,,,,,,,,,,,,,
82,1/9/2014,105,32.6752886,SSECOMP 1436,1,,,,,,,,,,,,,,,,,
82,1/9/2014,106,41.35648586,SSECOMP 1544,0,,,,,,,,,,,,,,,,,
82,1/9/2014,107,49.69269455,SSECOMP 1653,0,,,,,,,,,,,,,,,,,
82,1/9/2014,108,57.38856623,SSECOMP 1750,0,,,,,,,,,,,,,,,,,
82,1/9/2014,109,64.24554119,SSECOMP 1825,0,,,,,,,,,,,,,,,,,
82,1/9/2014,110,70.15872257,SSECOMP 1881,0,,,,,,,,,,,,,,,,,
82,1/9/2014,111,75.10442098,SSECOMP 1923,1,,,,,,,,,,,,,,,,,
82,12/11/2013,102,18.28549588,SSECOMP 1256,1,,,,,,,,,,,,,,,,,
82,12/11/2013,103,30.05560567,SSECOMP 1405,0,,,,,,,,,,,,,,,,,
82,12/11/2013,104,42.23216016,SSECOMP 1555,0,,,,,,,,,,,,,,,,,
82,12/11/2013,105,53.89820505,SSECOMP 1708,0,,,,,,,,,,,,,,,,,
82,12/11/2013,106,64.35435329,SSECOMP 1826,1,,,,,,,,,,,,,,,,,
82,12/11/2013,107,73.1682849,SSECOMP 1905,0,,,,,,,,,,,,,,,,,
82,12/11/2013,108,80.18560481,SSECOMP 1955,0,,,,,,,,,,,,,,,,,
82,12/11/2013,109,85.48256751,SSECOMP 1982,0,,,,,,,,,,,,,,,,,
82,12/11/2013,110,89.29416869,SSECOMP 1994,0,,,,,,,,,,,,,,,,,
82,12/11/2013,111,91.92180864,SSECOMP 1999,1,,,,,,,,,,,,,,,,,
82,12/18/2013,102,15.19106039,SSECOMP 1215,1,,,,,,,,,,,,,,,,,
82,12/18/2013,103,25.4927352,SSECOMP 1350,0,,,,,,,,,,,,,,,,,
82,12/18/2013,104,36.48385748,SSECOMP 1481,0,,,,,,,,,,,,,,,,,
82,12/18/2013,105,47.370389,SSECOMP 1624,0,,,,,,,,,,,,,,,,,
82,12/18/2013,106,57.51512171,SSECOMP 1752,0,,,,,,,,,,,,,,,,,
82,12/18/2013,107,66.46965242,SSECOMP 1848,1,,,,,,,,,,,,,,,,,
82,12/18/2013,108,73.9875458,SSECOMP 1914,0,,,,,,,,,,,,,,,,,
82,12/18/2013,109,80.00939307,SSECOMP 1951,0,,,,,,,,,,,,,,,,,
82,12/18/2013,110,84.62892071,SSECOMP 1977,0,,,,,,,,,,,,,,,,,
82,12/18/2013,111,88.03526248,SSECOMP 1990,1,,,,,,,,,,,,,,,,,
82,12/26/2013,102,12.43371234,SSECOMP 1174,1,,,,,,,,,,,,,,,,,
82,12/26/2013,103,21.34897261,SSECOMP 1296,0,,,,,,,,,,,,,,,,,
82,12/26/2013,104,31.1594616,SSECOMP 1417,1,,,,,,,,,,,,,,,,,
82,12/26/2013,105,41.17592771,SSECOMP 1542,0,,,,,,,,,,,,,,,,,
82,12/26/2013,106,50.82373249,SSECOMP 1667,0,,,,,,,,,,,,,,,,,
82,12/26/2013,107,59.66786858,SSECOMP 1777,0,,,,,,,,,,,,,,,,,
