Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,113.5,123,16,17-Dec-11,17-Dec-11,0.33375,-26.58,-5.5017,-0.02962,0.01177,0.00316,0,0,0.2975,0.37,GBPJPY_745,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,113,123,16,17-Dec-11,17-Dec-11,0.33875,-26.96,-5.236,-0.02815,0.0112,0.00325,0,0,0.3025,0.375,GBPJPY_746,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,112.5,123,16,17-Dec-11,17-Dec-11,0.34125,-27.22,-5.0387,-0.02705,0.01078,0.00331,0,0,0.305,0.3775,GBPJPY_747,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117,,,21,22-Dec-11,22-Dec-11,0.89375,5.8837,-2.3183,-0.01722,0.00556,-0.00314,0,0,0.8725,0.915,GBPJPY_748,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.5,,,21,22-Dec-11,22-Dec-11,0.8725,6.9241,-2.4205,-0.01798,0.00586,-0.00361,0,0,0.85,0.895,GBPJPY_749,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118,,,21,22-Dec-11,22-Dec-11,0.8475,7.9908,-2.4398,-0.01813,0.00596,-0.0041,0,0,0.825,0.87,GBPJPY_750,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.5,,,21,22-Dec-11,22-Dec-11,0.8175,9.0459,-2.3632,-0.01756,0.00583,-0.00457,0,0,0.795,0.84,GBPJPY_751,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119,,,21,22-Dec-11,22-Dec-11,0.7875,10.05,-2.1839,-0.01623,0.00546,-0.00502,0,0,0.765,0.81,GBPJPY_752,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.5,,,21,22-Dec-11,22-Dec-11,0.7475,10.95,-1.9019,-0.01413,0.00484,-0.00542,0,0,0.725,0.77,GBPJPY_753,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120,,,21,22-Dec-11,22-Dec-11,0.7025,11.72,-1.5251,-0.01133,0.00399,-0.00576,0,0,0.68,0.725,GBPJPY_754,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.5,,,21,22-Dec-11,22-Dec-11,0.6525,12.31,-1.0687,-0.00794,0.00293,-0.00601,0,0,0.63,0.675,GBPJPY_755,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,21,22-Dec-11,22-Dec-11,0.5975,12.7,-0.55449,-0.00412,0.00173,-0.00617,0,0,0.575,0.62,GBPJPY_756,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.5,,,21,22-Dec-11,22-Dec-11,0.5375,12.87,-0.00886,-0.00007,0.00045,-0.00623,0,0,0.515,0.56,GBPJPY_757,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122,,,21,22-Dec-11,22-Dec-11,0.47875,12.81,0.53952,0.00401,-0.00086,-0.00618,0,0,0.455,0.5025,GBPJPY_758,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.5,,,21,22-Dec-11,22-Dec-11,0.42,12.53,1.0622,0.00789,-0.0021,-0.00603,0,0,0.3975,0.4425,GBPJPY_759,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123,,,21,22-Dec-11,22-Dec-11,0.36,12.05,1.5332,0.01139,-0.00324,-0.00579,0,0,0.3375,0.3825,GBPJPY_760,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.5,,,21,22-Dec-11,22-Dec-11,0.3075,11.4,1.9313,0.01435,-0.0042,-0.00546,0,0,0.285,0.33,GBPJPY_761,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,21,22-Dec-11,22-Dec-11,0.26,10.59,2.2416,0.01666,-0.00495,-0.00507,0,0,0.2375,0.2825,GBPJPY_762,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.5,,,21,22-Dec-11,22-Dec-11,0.2175,9.6871,2.4559,0.01825,-0.00548,-0.00463,0,0,0.195,0.24,GBPJPY_763,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125,,,21,22-Dec-11,22-Dec-11,0.18,8.7131,2.5729,0.01912,-0.00578,-0.00416,0,0,0.1575,0.2025,GBPJPY_764,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125.5,,,21,22-Dec-11,22-Dec-11,0.1475,7.7109,2.5978,0.0193,-0.00585,-0.00368,0,0,0.125,0.17,GBPJPY_765,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,126,,,21,22-Dec-11,22-Dec-11,0.12,6.7155,2.5407,0.01888,-0.00574,-0.0032,0,0,0.0975,0.1425,GBPJPY_766,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,126.5,,,21,22-Dec-11,22-Dec-11,0.09625,5.7567,2.4156,0.01795,-0.00546,-0.00274,0,0,0.075,0.1175,GBPJPY_767,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,127,,,21,22-Dec-11,22-Dec-11,0.07625,4.8583,2.2383,0.01663,-0.00505,-0.00231,0,0,0.055,0.0975,GBPJPY_768,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,127.5,,,21,22-Dec-11,22-Dec-11,0.06125,4.0371,2.0253,0.01505,-0.00456,-0.00192,0,0,0.04,0.0825,GBPJPY_769,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,116.5,,21,22-Dec-11,22-Dec-11,0.16625,-9.7486,4.2889,0.03205,-0.01018,0.00335,0,0,0.1425,0.19,GBPJPY_770,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,117,,21,22-Dec-11,22-Dec-11,0.20625,-11.71,4.6284,0.03463,-0.01107,0.00385,0,0,0.1825,0.23,GBPJPY_771,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,117.5,,21,22-Dec-11,22-Dec-11,0.25375,-13.79,4.8371,0.03626,-0.01165,0.00431,0,0,0.23,0.2775,GBPJPY_772,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118,,21,22-Dec-11,22-Dec-11,0.30625,-15.92,4.8809,0.03668,-0.01185,0.00466,0,0,0.2825,0.33,GBPJPY_773,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118.5,,21,22-Dec-11,22-Dec-11,0.37,-18.03,4.7338,0.03571,-0.01159,0.00487,0,0,0.345,0.395,GBPJPY_774,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119,,21,22-Dec-11,22-Dec-11,0.445,-20.04,4.3813,0.03323,-0.01084,0.00487,0,0,0.42,0.47,GBPJPY_775,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119.5,,21,22-Dec-11,22-Dec-11,0.53,-21.85,3.8234,0.02925,-0.00959,0.00462,0,0,0.505,0.555,GBPJPY_776,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120,,21,22-Dec-11,22-Dec-11,0.62375,-23.39,3.075,0.02389,-0.00786,0.00405,0,0,0.6,0.6475,GBPJPY_777,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120.5,,21,22-Dec-11,22-Dec-11,0.72375,-24.59,2.1665,0.01737,-0.00574,0.00312,0,0,0.7,0.7475,GBPJPY_778,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121,,21,22-Dec-11,22-Dec-11,0.8275,-25.38,1.141,0.01001,-0.00332,0.00181,0,0,0.805,0.85,GBPJPY_779,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121.5,,21,22-Dec-11,22-Dec-11,0.94375,-25.73,0.05099,0.00221,-0.00072,0.00009,0,0,0.92,0.9675,GBPJPY_780,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122,,21,22-Dec-11,22-Dec-11,0.88875,25.63,1.0464,0.00608,-0.00184,-0.00175,0,0,0.865,0.9125,GBPJPY_781,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122.5,,21,22-Dec-11,22-Dec-11,0.78875,25.09,2.0939,0.01414,-0.00431,-0.00318,0,0,0.765,0.8125,GBPJPY_782,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123,,21,22-Dec-11,22-Dec-11,0.69625,24.14,3.0396,0.02141,-0.00656,-0.00422,0,0,0.6725,0.72,GBPJPY_783,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123.5,,21,22-Dec-11,22-Dec-11,0.60375,22.84,3.8409,0.02757,-0.00847,-0.00489,0,0,0.58,0.6275,GBPJPY_784,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124,,21,22-Dec-11,22-Dec-11,0.515,21.24,4.4671,0.03241,-0.00996,-0.00524,0,0,0.49,0.54,GBPJPY_785,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124.5,,21,22-Dec-11,22-Dec-11,0.4325,19.43,4.9016,0.03579,-0.01101,-0.00532,0,0,0.4075,0.4575,GBPJPY_786,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,125,,21,22-Dec-11,22-Dec-11,0.35625,17.49,5.1415,0.0377,-0.01159,-0.00519,0,0,0.3325,0.38,GBPJPY_787,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,125.5,,21,22-Dec-11,22-Dec-11,0.29125,15.49,5.1968,0.03822,-0.01174,-0.00489,0,0,0.2675,0.315,GBPJPY_788,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,126,,21,22-Dec-11,22-Dec-11,0.23625,13.49,5.0874,0.03749,-0.01149,-0.00449,0,0,0.2125,0.26,GBPJPY_789,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,126.5,,21,22-Dec-11,22-Dec-11,0.18875,11.57,4.841,0.03573,-0.01093,-0.00401,0,0,0.165,0.2125,GBPJPY_790,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,127,,21,22-Dec-11,22-Dec-11,0.14875,9.7715,4.4892,0.03318,-0.01012,-0.0035,0,0,0.125,0.1725,GBPJPY_791,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,116.5,,21,22-Dec-11,22-Dec-11,0.83375,9.7486,-4.2889,-0.03205,0.0102,-0.00381,0,0,0.81,0.8575,GBPJPY_792,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,117,,21,22-Dec-11,22-Dec-11,0.79375,11.71,-4.6284,-0.03463,0.01109,-0.00432,0,0,0.77,0.8175,GBPJPY_793,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,117.5,,21,22-Dec-11,22-Dec-11,0.74625,13.79,-4.8371,-0.03626,0.01167,-0.00477,0,0,0.7225,0.77,GBPJPY_794,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118,,21,22-Dec-11,22-Dec-11,0.69375,15.92,-4.8809,-0.03668,0.01187,-0.00513,0,0,0.67,0.7175,GBPJPY_795,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118.5,,21,22-Dec-11,22-Dec-11,0.63,18.03,-4.7338,-0.03571,0.01161,-0.00534,0,0,0.605,0.655,GBPJPY_796,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119,,21,22-Dec-11,22-Dec-11,0.555,20.04,-4.3813,-0.03323,0.01086,-0.00534,0,0,0.53,0.58,GBPJPY_797,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119.5,,21,22-Dec-11,22-Dec-11,0.47,21.85,-3.8234,-0.02925,0.00961,-0.00508,0,0,0.445,0.495,GBPJPY_798,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120,,21,22-Dec-11,22-Dec-11,0.37625,23.39,-3.075,-0.02389,0.00788,-0.00451,0,0,0.3525,0.4,GBPJPY_799,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120.5,,21,22-Dec-11,22-Dec-11,0.27625,24.59,-2.1665,-0.01737,0.00576,-0.00359,0,0,0.2525,0.3,GBPJPY_800,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121,,21,22-Dec-11,22-Dec-11,0.17125,25.38,-1.141,-0.01001,0.00333,-0.00228,0,0,0.1475,0.195,GBPJPY_801,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121.5,,21,22-Dec-11,22-Dec-11,0.05625,25.73,-0.05099,-0.00221,0.00074,-0.00056,0,0,0.0325,0.08,GBPJPY_802,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122,,21,22-Dec-11,22-Dec-11,0.11125,-25.63,-1.0464,-0.00608,0.00186,0.00129,0,0,0.0875,0.135,GBPJPY_803,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122.5,,21,22-Dec-11,22-Dec-11,0.21125,-25.09,-2.0939,-0.01414,0.00433,0.00272,0,0,0.1875,0.235,GBPJPY_804,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123,,21,22-Dec-11,22-Dec-11,0.30375,-24.14,-3.0396,-0.02141,0.00658,0.00375,0,0,0.28,0.3275,GBPJPY_805,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123.5,,21,22-Dec-11,22-Dec-11,0.39625,-22.84,-3.8409,-0.02757,0.00849,0.00442,0,0,0.3725,0.42,GBPJPY_806,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124,,21,22-Dec-11,22-Dec-11,0.48375,-21.24,-4.4671,-0.03241,0.00998,0.00477,0,0,0.46,0.5075,GBPJPY_807,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124.5,,21,22-Dec-11,22-Dec-11,0.5675,-19.43,-4.9016,-0.03579,0.01102,0.00485,0,0,0.5425,0.5925,GBPJPY_808,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,125,,21,22-Dec-11,22-Dec-11,0.64375,-17.49,-5.1415,-0.0377,0.01161,0.00472,0,0,0.62,0.6675,GBPJPY_809,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,125.5,,21,22-Dec-11,22-Dec-11,0.70875,-15.49,-5.1968,-0.03822,0.01175,0.00443,0,0,0.685,0.7325,GBPJPY_810,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,126,,21,22-Dec-11,22-Dec-11,0.76375,-13.49,-5.0874,-0.03749,0.01151,0.00402,0,0,0.74,0.7875,GBPJPY_811,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,126.5,,21,22-Dec-11,22-Dec-11,0.81125,-11.57,-4.841,-0.03573,0.01095,0.00354,0,0,0.7875,0.835,GBPJPY_812,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,127,,21,22-Dec-11,22-Dec-11,0.85125,-9.7715,-4.4892,-0.03318,0.01013,0.00304,0,0,0.8275,0.875,GBPJPY_813,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,121,124,21,22-Dec-11,22-Dec-11,0.0064,0.04747,-0.04844,-0.00036,0.00014,0,0,0,0.0003,0.0125,GBPJPY_814,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120.5,124.1,21,22-Dec-11,22-Dec-11,0.0323,0.3086,-0.51536,-0.00385,0.00135,-0.00001,0,0,0.0046,0.06,GBPJPY_815,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120,124.2,21,22-Dec-11,22-Dec-11,0.08375,0.69162,-1.8299,-0.01364,0.00462,-0.00005,0,0,0.055,0.1125,GBPJPY_816,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119.5,124.3,21,22-Dec-11,22-Dec-11,0.14625,0.73956,-3.7713,-0.02807,0.00929,-0.00008,0,0,0.1175,0.175,GBPJPY_817,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119,124.4,21,22-Dec-11,22-Dec-11,0.205,0.14243,-5.7601,-0.04281,0.01395,-0.00007,0,0,0.175,0.235,GBPJPY_818,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118.5,124.5,21,22-Dec-11,22-Dec-11,0.25875,-1.0752,-7.3726,-0.05472,0.01762,0.00004,0,0,0.23,0.2875,GBPJPY_819,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118,124.6,21,22-Dec-11,22-Dec-11,0.315,-2.7022,-8.459,-0.06271,0.02002,0.00027,0,0,0.285,0.345,GBPJPY_820,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117.5,124.7,21,22-Dec-11,22-Dec-11,0.3725,-4.5038,-9.0478,-0.06701,0.02123,0.00059,0,0,0.3425,0.4025,GBPJPY_821,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117,124.8,21,22-Dec-11,22-Dec-11,0.42625,-6.2961,-9.2397,-0.06837,0.02153,0.001,0,0,0.3975,0.455,GBPJPY_822,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116.5,124.9,21,22-Dec-11,22-Dec-11,0.475,-7.9602,-9.1458,-0.06763,0.02119,0.00145,0,0,0.445,0.505,GBPJPY_823,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116,125,21,22-Dec-11,22-Dec-11,0.5175,-9.429,-8.8625,-0.06549,0.02042,0.00191,0,0,0.4875,0.5475,GBPJPY_824,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115.5,125.1,21,22-Dec-11,22-Dec-11,0.555,-10.67,-8.466,-0.06252,0.01941,0.00235,0,0,0.525,0.585,GBPJPY_825,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115,125.2,21,22-Dec-11,22-Dec-11,0.59,-11.68,-8.0143,-0.05916,0.0183,0.00275,0,0,0.56,0.62,GBPJPY_826,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,114.5,125.3,21,22-Dec-11,22-Dec-11,0.61875,-12.45,-7.5506,-0.05571,0.01718,0.0031,0,0,0.59,0.6475,GBPJPY_827,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,114,125.4,21,22-Dec-11,22-Dec-11,0.645,-13.01,-7.105,-0.05241,0.01611,0.00337,0,0,0.615,0.675,GBPJPY_828,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,113.5,125.5,21,22-Dec-11,22-Dec-11,0.6675,-13.37,-6.6974,-0.04939,0.01515,0.00359,0,0,0.6375,0.6975,GBPJPY_829,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,113,125.6,21,22-Dec-11,22-Dec-11,0.6875,-13.56,-6.3385,-0.04673,0.01432,0.00374,0,0,0.6575,0.7175,GBPJPY_830,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,112.5,125.7,21,22-Dec-11,22-Dec-11,0.705,-13.61,-6.032,-0.04447,0.01361,0.00384,0,0,0.675,0.735,GBPJPY_831,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117,,,30,31-Dec-11,31-Dec-11,0.865,6.249,-1.7653,-0.01837,0.00416,-0.00504,0,0,0.8475,0.8825,GBPJPY_832,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.5,,,30,31-Dec-11,31-Dec-11,0.8425,7.0304,-1.7586,-0.01831,0.00419,-0.00558,0,0,0.825,0.86,GBPJPY_833,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118,,,30,31-Dec-11,31-Dec-11,0.8175,7.7981,-1.6994,-0.01769,0.00409,-0.0061,0,0,0.8,0.835,GBPJPY_834,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.5,,,30,31-Dec-11,31-Dec-11,0.795,8.529,-1.5852,-0.0165,0.00387,-0.0066,0,0,0.7775,0.8125,GBPJPY_835,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119,,,30,31-Dec-11,31-Dec-11,0.7625,9.2001,-1.416,-0.01474,0.00352,-0.00705,0,0,0.745,0.78,GBPJPY_836,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.5,,,30,31-Dec-11,31-Dec-11,0.7275,9.7891,-1.1953,-0.01244,0.00305,-0.00745,0,0,0.71,0.745,GBPJPY_837,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120,,,30,31-Dec-11,31-Dec-11,0.6875,10.28,-0.92933,-0.00967,0.00247,-0.00777,0,0,0.67,0.705,GBPJPY_838,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.5,,,30,31-Dec-11,31-Dec-11,0.645,10.64,-0.6269,-0.00653,0.00181,-0.008,0,0,0.6275,0.6625,GBPJPY_839,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,30,31-Dec-11,31-Dec-11,0.5975,10.88,-0.29907,-0.00311,0.00108,-0.00814,0,0,0.58,0.615,GBPJPY_840,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.5,,,30,31-Dec-11,31-Dec-11,0.545,10.98,0.04169,0.00043,0.00031,-0.00818,0,0,0.5275,0.5625,GBPJPY_841,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122,,,30,31-Dec-11,31-Dec-11,0.49375,10.94,0.38226,0.00398,-0.00046,-0.00812,0,0,0.475,0.5125,GBPJPY_842,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.5,,,30,31-Dec-11,31-Dec-11,0.4425,10.76,0.70976,0.00739,-0.0012,-0.00796,0,0,0.425,0.46,GBPJPY_843,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123,,,30,31-Dec-11,31-Dec-11,0.39,10.45,1.0123,0.01054,-0.0019,-0.00772,0,0,0.3725,0.4075,GBPJPY_844,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.5,,,30,31-Dec-11,31-Dec-11,0.34,10.02,1.2797,0.01332,-0.00251,-0.00739,0,0,0.3225,0.3575,GBPJPY_845,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,30,31-Dec-11,31-Dec-11,0.2925,9.5006,1.5039,0.01565,-0.00304,-0.00699,0,0,0.275,0.31,GBPJPY_846,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.5,,,30,31-Dec-11,31-Dec-11,0.2525,8.8954,1.6796,0.01748,-0.00345,-0.00653,0,0,0.235,0.27,GBPJPY_847,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125,,,30,31-Dec-11,31-Dec-11,0.215,8.2299,1.8042,0.01878,-0.00376,-0.00603,0,0,0.1975,0.2325,GBPJPY_848,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125.5,,,30,31-Dec-11,31-Dec-11,0.1825,7.5248,1.8775,0.01954,-0.00394,-0.00551,0,0,0.165,0.2,GBPJPY_849,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,126,,,30,31-Dec-11,31-Dec-11,0.1525,6.8003,1.9019,0.0198,-0.00402,-0.00497,0,0,0.135,0.17,GBPJPY_850,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,126.5,,,30,31-Dec-11,31-Dec-11,0.1275,6.0753,1.8816,0.01959,-0.00399,-0.00444,0,0,0.11,0.145,GBPJPY_851,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,127,,,30,31-Dec-11,31-Dec-11,0.105,5.3661,1.8225,0.01897,-0.00388,-0.00392,0,0,0.0875,0.1225,GBPJPY_852,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,127.5,,,30,31-Dec-11,31-Dec-11,0.085,4.6866,1.7314,0.01802,-0.00369,-0.00342,0,0,0.0675,0.1025,GBPJPY_853,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,116.5,,30,31-Dec-11,31-Dec-11,0.235,-10.87,3.4286,0.03612,-0.00798,0.00532,0,0,0.215,0.255,GBPJPY_854,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,117,,30,31-Dec-11,31-Dec-11,0.2775,-12.41,3.5103,0.03709,-0.00823,0.00578,0,0,0.2575,0.2975,GBPJPY_855,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,117.5,,30,31-Dec-11,31-Dec-11,0.32,-13.96,3.4976,0.03709,-0.00827,0.00613,0,0,0.3,0.34,GBPJPY_856,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118,,30,31-Dec-11,31-Dec-11,0.3725,-15.49,3.3801,0.03603,-0.00806,0.00633,0,0,0.3525,0.3925,GBPJPY_857,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118.5,,30,31-Dec-11,31-Dec-11,0.435,-16.94,3.1527,0.03386,-0.00761,0.00632,0,0,0.415,0.455,GBPJPY_858,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119,,30,31-Dec-11,31-Dec-11,0.505,-18.28,2.8157,0.03057,-0.0069,0.00607,0,0,0.485,0.525,GBPJPY_859,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119.5,,30,31-Dec-11,31-Dec-11,0.5825,-19.45,2.3756,0.02624,-0.00595,0.00554,0,0,0.5625,0.6025,GBPJPY_860,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120,,30,31-Dec-11,31-Dec-11,0.67,-20.41,1.8448,0.021,-0.00478,0.00468,0,0,0.65,0.69,GBPJPY_861,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120.5,,30,31-Dec-11,31-Dec-11,0.76,-21.14,1.2408,0.01504,-0.00343,0.00347,0,0,0.74,0.78,GBPJPY_862,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121,,30,31-Dec-11,31-Dec-11,0.8575,-21.61,0.58586,0.00858,-0.00196,0.00188,0,0,0.8375,0.8775,GBPJPY_863,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121.5,,30,31-Dec-11,31-Dec-11,0.955,-21.8,-0.09531,0.00188,-0.00042,-0.00009,0,0,0.935,0.975,GBPJPY_864,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122,,30,31-Dec-11,31-Dec-11,0.905,22.03,0.78064,0.00539,-0.00108,-0.00216,0,0,0.885,0.925,GBPJPY_865,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122.5,,30,31-Dec-11,31-Dec-11,0.8225,21.67,1.436,0.0126,-0.00256,-0.00383,0,0,0.8025,0.8425,GBPJPY_866,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123,,30,31-Dec-11,31-Dec-11,0.7425,21.04,2.0417,0.01925,-0.00393,-0.00511,0,0,0.7225,0.7625,GBPJPY_867,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123.5,,30,31-Dec-11,31-Dec-11,0.6675,20.19,2.5773,0.02513,-0.00515,-0.00603,0,0,0.6475,0.6875,GBPJPY_868,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124,,30,31-Dec-11,31-Dec-11,0.5875,19.13,3.0267,0.03008,-0.00619,-0.00662,0,0,0.5675,0.6075,GBPJPY_869,0
