Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,135,,180,29-May-12,29-May-12,0.26625,4.6228,0.48034,0.03435,-0.00133,-0.01602,0,0,0.245,0.2875,GBPJPY_1295,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,114,,180,29-May-12,29-May-12,0.54,6.2427,-0.30613,-0.02479,0.00114,-0.01725,0,0,0.5175,0.5625,GBPJPY_1296,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,115,,180,29-May-12,29-May-12,0.48875,6.5505,-0.26955,-0.0224,0.00104,-0.01632,0,0,0.4675,0.51,GBPJPY_1297,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,116,,180,29-May-12,29-May-12,0.42375,6.8239,-0.22746,-0.01963,0.00091,-0.01502,0,0,0.4025,0.445,GBPJPY_1298,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,117,,180,29-May-12,29-May-12,0.3525,7.059,-0.18059,-0.01654,0.00077,-0.01333,0,0,0.3325,0.3725,GBPJPY_1299,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118,,180,29-May-12,29-May-12,0.28375,7.2523,-0.12983,-0.01319,0.00062,-0.01122,0,0,0.2625,0.305,GBPJPY_1300,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119,,180,29-May-12,29-May-12,0.21375,7.4013,-0.07613,-0.00966,0.00046,-0.0087,0,0,0.1925,0.235,GBPJPY_1301,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120,,180,29-May-12,29-May-12,0.14625,7.5043,-0.02054,-0.00601,0.00029,-0.00575,0,0,0.125,0.1675,GBPJPY_1302,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121,,180,29-May-12,29-May-12,0.075,7.5605,0.03588,-0.00233,0.00011,-0.00238,0,0,0.055,0.095,GBPJPY_1303,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122,,180,29-May-12,29-May-12,0.0375,-7.5205,-0.09162,-0.00167,0.00006,0.00114,0,0,0.0175,0.0575,GBPJPY_1304,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123,,180,29-May-12,29-May-12,0.0525,-7.4845,-0.1466,-0.00622,0.00023,0.00399,0,0,0.0325,0.0725,GBPJPY_1305,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124,,180,29-May-12,29-May-12,0.09375,-7.4046,-0.1994,-0.01056,0.0004,0.00639,0,0,0.0725,0.115,GBPJPY_1306,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,125,,180,29-May-12,29-May-12,0.15875,-7.2832,-0.24916,-0.01466,0.00056,0.00837,0,0,0.1375,0.18,GBPJPY_1307,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,126,,180,29-May-12,29-May-12,0.22125,-7.1236,-0.29514,-0.01843,0.00071,0.00995,0,0,0.2,0.2425,GBPJPY_1308,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,127,,180,29-May-12,29-May-12,0.28625,-6.9291,-0.33671,-0.02186,0.00084,0.01116,0,0,0.265,0.3075,GBPJPY_1309,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,128,,180,29-May-12,29-May-12,0.35125,-6.7038,-0.3734,-0.02489,0.00096,0.01203,0,0,0.33,0.3725,GBPJPY_1310,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,129,,180,29-May-12,29-May-12,0.4175,-6.4518,-0.40484,-0.0275,0.00107,0.01259,0,0,0.395,0.44,GBPJPY_1311,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,130,,180,29-May-12,29-May-12,0.47875,-6.1776,-0.43083,-0.02969,0.00116,0.01287,0,0,0.4575,0.5,GBPJPY_1312,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,131,,180,29-May-12,29-May-12,0.535,-5.8855,-0.4513,-0.03145,0.00123,0.01291,0,0,0.5125,0.5575,GBPJPY_1313,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,132,,180,29-May-12,29-May-12,0.59625,-5.5799,-0.46628,-0.03277,0.00129,0.01273,0,0,0.575,0.6175,GBPJPY_1314,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,133,,180,29-May-12,29-May-12,0.64,-5.265,-0.47594,-0.03368,0.00133,0.01238,0,0,0.6175,0.6625,GBPJPY_1315,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,134,,180,29-May-12,29-May-12,0.6925,-4.9447,-0.48051,-0.0342,0.00135,0.01187,0,0,0.67,0.715,GBPJPY_1316,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,135,,180,29-May-12,29-May-12,0.7275,-4.6228,-0.48034,-0.03435,0.00136,0.01125,0,0,0.705,0.75,GBPJPY_1317,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,121,125,180,29-May-12,29-May-12,0.00075,-0.00001,0,0,0,0,0,0,0,0.0015,GBPJPY_1318,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120,125.2,180,29-May-12,29-May-12,0.00075,0,0,0,0,0,0,0,0,0.0015,GBPJPY_1319,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119,125.4,180,29-May-12,29-May-12,0.00075,0,0,0,0,0,0,0,0,0.0015,GBPJPY_1320,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118,125.6,180,29-May-12,29-May-12,0.00075,0,-0.00003,0,0,0,0,0,0,0.0015,GBPJPY_1321,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117,125.8,180,29-May-12,29-May-12,0.00105,-0.0002,-0.00074,-0.00005,0,0,0,0,0,0.0021,GBPJPY_1322,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116,126,180,29-May-12,29-May-12,0.01645,-0.00381,-0.00612,-0.00045,0.00002,0,0,0,0.0004,0.0325,GBPJPY_1323,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115,126.2,180,29-May-12,29-May-12,0.02735,-0.02484,-0.02496,-0.00183,0.00008,0,0,0,0.0022,0.0525,GBPJPY_1324,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,114,126.4,180,29-May-12,29-May-12,0.0375,-0.09058,-0.06541,-0.00477,0.0002,0.00001,0,0,0.0125,0.0625,GBPJPY_1325,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,113,126.6,180,29-May-12,29-May-12,0.06375,-0.23036,-0.12859,-0.00935,0.00039,0.00004,0,0,0.0375,0.09,GBPJPY_1326,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,112,126.8,180,29-May-12,29-May-12,0.09125,-0.46093,-0.20819,-0.01509,0.00063,0.00013,0,0,0.065,0.1175,GBPJPY_1327,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,111,127,180,29-May-12,29-May-12,0.11875,-0.78085,-0.29446,-0.02128,0.00089,0.00031,0,0,0.0925,0.145,GBPJPY_1328,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,110,127.2,180,29-May-12,29-May-12,0.145,-1.174,-0.37821,-0.02725,0.00114,0.00058,0,0,0.1175,0.1725,GBPJPY_1329,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,109,127.4,180,29-May-12,29-May-12,0.17,-1.6165,-0.45284,-0.03252,0.00136,0.00097,0,0,0.1425,0.1975,GBPJPY_1330,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,108,127.6,180,29-May-12,29-May-12,0.1925,-2.0835,-0.5147,-0.03686,0.00153,0.00149,0,0,0.165,0.22,GBPJPY_1331,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,107,127.8,180,29-May-12,29-May-12,0.2125,-2.553,-0.56255,-0.04018,0.00167,0.00211,0,0,0.185,0.24,GBPJPY_1332,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,106,128,180,29-May-12,29-May-12,0.23375,-3.0076,-0.5968,-0.04252,0.00176,0.00283,0,0,0.2075,0.26,GBPJPY_1333,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,105,128.2,180,29-May-12,29-May-12,0.2525,-3.435,-0.61878,-0.04398,0.00181,0.00363,0,0,0.225,0.28,GBPJPY_1334,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,104,128.4,180,29-May-12,29-May-12,0.26625,-3.8272,-0.63028,-0.0447,0.00184,0.00448,0,0,0.24,0.2925,GBPJPY_1335,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,112,,,285,11-Sep-12,11-Sep-12,0.78625,2.3809,-0.07829,-0.00962,0.00037,-0.02362,0,0,0.7675,0.805,GBPJPY_1336,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,113,,,285,11-Sep-12,11-Sep-12,0.77,2.4684,-0.06981,-0.00857,0.00034,-0.02413,0,0,0.7525,0.7875,GBPJPY_1337,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,114,,,285,11-Sep-12,11-Sep-12,0.7525,2.5479,-0.06044,-0.00742,0.00031,-0.02457,0,0,0.735,0.77,GBPJPY_1338,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,115,,,285,11-Sep-12,11-Sep-12,0.735,2.6189,-0.05028,-0.00617,0.00028,-0.02494,0,0,0.7175,0.7525,GBPJPY_1339,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,116,,,285,11-Sep-12,11-Sep-12,0.715,2.6808,-0.03945,-0.00484,0.00024,-0.02523,0,0,0.6975,0.7325,GBPJPY_1340,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117,,,285,11-Sep-12,11-Sep-12,0.695,2.733,-0.02807,-0.00345,0.00021,-0.02546,0,0,0.6775,0.7125,GBPJPY_1341,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118,,,285,11-Sep-12,11-Sep-12,0.6725,2.7754,-0.01628,-0.002,0.00017,-0.0256,0,0,0.655,0.69,GBPJPY_1342,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119,,,285,11-Sep-12,11-Sep-12,0.65,2.8076,-0.0042,-0.00052,0.00013,-0.02567,0,0,0.6325,0.6675,GBPJPY_1343,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120,,,285,11-Sep-12,11-Sep-12,0.6,2.8296,0.00802,0.00099,0.00008,-0.02566,0,0,0.5825,0.6175,GBPJPY_1344,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,285,11-Sep-12,11-Sep-12,0.575,2.8414,0.02027,0.00249,0.00004,-0.02557,0,0,0.5575,0.5925,GBPJPY_1345,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122,,,285,11-Sep-12,11-Sep-12,0.55,2.8431,0.03239,0.00398,0,-0.0254,0,0,0.5325,0.5675,GBPJPY_1346,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123,,,285,11-Sep-12,11-Sep-12,0.52375,2.835,0.04428,0.00544,-0.00004,-0.02517,0,0,0.505,0.5425,GBPJPY_1347,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,285,11-Sep-12,11-Sep-12,0.49625,2.8174,0.05582,0.00685,-0.00008,-0.02486,0,0,0.4775,0.515,GBPJPY_1348,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125,,,285,11-Sep-12,11-Sep-12,0.46875,2.7906,0.06689,0.00821,-0.00012,-0.02448,0,0,0.45,0.4875,GBPJPY_1349,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,126,,,285,11-Sep-12,11-Sep-12,0.44,2.7552,0.07741,0.00951,-0.00016,-0.02404,0,0,0.4225,0.4575,GBPJPY_1350,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,127,,,285,11-Sep-12,11-Sep-12,0.41125,2.7116,0.08728,0.01072,-0.00019,-0.02355,0,0,0.3925,0.43,GBPJPY_1351,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,128,,,285,11-Sep-12,11-Sep-12,0.38375,2.6606,0.09644,0.01184,-0.00023,-0.023,0,0,0.365,0.4025,GBPJPY_1352,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,129,,,285,11-Sep-12,11-Sep-12,0.35375,2.6027,0.10483,0.01287,-0.00026,-0.0224,0,0,0.335,0.3725,GBPJPY_1353,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,130,,,285,11-Sep-12,11-Sep-12,0.32625,2.5387,0.1124,0.0138,-0.00029,-0.02176,0,0,0.3075,0.345,GBPJPY_1354,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,131,,,285,11-Sep-12,11-Sep-12,0.29125,2.4691,0.11912,0.01463,-0.00031,-0.02109,0,0,0.2725,0.31,GBPJPY_1355,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,132,,,285,11-Sep-12,11-Sep-12,0.265,2.3947,0.12496,0.01535,-0.00034,-0.02038,0,0,0.245,0.285,GBPJPY_1356,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,133,,,285,11-Sep-12,11-Sep-12,0.23875,2.3163,0.12992,0.01595,-0.00036,-0.01964,0,0,0.22,0.2575,GBPJPY_1357,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,114,,285,11-Sep-12,11-Sep-12,0.5625,-5.1065,0.12206,0.01849,-0.00056,0.01143,0,0,0.54,0.585,GBPJPY_1358,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,115,,285,11-Sep-12,11-Sep-12,0.61,-5.2496,0.10178,0.01636,-0.00049,0.0099,0,0,0.5875,0.6325,GBPJPY_1359,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,116,,285,11-Sep-12,11-Sep-12,0.66125,-5.3745,0.08016,0.01407,-0.00042,0.00809,0,0,0.64,0.6825,GBPJPY_1360,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,117,,285,11-Sep-12,11-Sep-12,0.71375,-5.4802,0.05744,0.01168,-0.00035,0.00599,0,0,0.6925,0.735,GBPJPY_1361,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118,,285,11-Sep-12,11-Sep-12,0.76375,-5.5662,0.03387,0.0092,-0.00027,0.0036,0,0,0.7425,0.785,GBPJPY_1362,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119,,285,11-Sep-12,11-Sep-12,0.81625,-5.6319,0.00973,0.00667,-0.00019,0.00091,0,0,0.795,0.8375,GBPJPY_1363,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120,,285,11-Sep-12,11-Sep-12,0.86875,-5.6772,-0.01472,0.00413,-0.0001,-0.00206,0,0,0.8475,0.89,GBPJPY_1364,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121,,285,11-Sep-12,11-Sep-12,0.925,-5.702,-0.0392,0.0016,-0.00002,-0.00532,0,0,0.905,0.945,GBPJPY_1365,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122,,285,11-Sep-12,11-Sep-12,0.9525,5.6668,0.06309,0.00124,0,-0.00856,0,0,0.9325,0.9725,GBPJPY_1366,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123,,285,11-Sep-12,11-Sep-12,0.94,5.6518,0.08688,0.00464,-0.00008,-0.01114,0,0,0.92,0.96,GBPJPY_1367,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124,,285,11-Sep-12,11-Sep-12,0.9275,5.6177,0.10998,0.00792,-0.00016,-0.01341,0,0,0.9075,0.9475,GBPJPY_1368,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,125,,285,11-Sep-12,11-Sep-12,0.88375,5.5653,0.13216,0.01106,-0.00024,-0.01537,0,0,0.8625,0.905,GBPJPY_1369,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,126,,285,11-Sep-12,11-Sep-12,0.83125,5.4956,0.15323,0.01404,-0.00031,-0.01705,0,0,0.81,0.8525,GBPJPY_1370,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,127,,285,11-Sep-12,11-Sep-12,0.78125,5.4097,0.17303,0.01684,-0.00039,-0.01846,0,0,0.76,0.8025,GBPJPY_1371,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,128,,285,11-Sep-12,11-Sep-12,0.72875,5.3087,0.1914,0.01945,-0.00045,-0.01962,0,0,0.7075,0.75,GBPJPY_1372,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,129,,285,11-Sep-12,11-Sep-12,0.675,5.194,0.20823,0.02184,-0.00052,-0.02053,0,0,0.6525,0.6975,GBPJPY_1373,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,130,,285,11-Sep-12,11-Sep-12,0.62,5.0669,0.22343,0.02401,-0.00057,-0.02122,0,0,0.5975,0.6425,GBPJPY_1374,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,131,,285,11-Sep-12,11-Sep-12,0.5725,4.9287,0.23692,0.02595,-0.00062,-0.0217,0,0,0.55,0.595,GBPJPY_1375,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,132,,285,11-Sep-12,11-Sep-12,0.525,4.7809,0.24867,0.02765,-0.00067,-0.022,0,0,0.5025,0.5475,GBPJPY_1376,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,133,,285,11-Sep-12,11-Sep-12,0.4825,4.6249,0.25865,0.02912,-0.00071,-0.02212,0,0,0.46,0.505,GBPJPY_1377,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,134,,285,11-Sep-12,11-Sep-12,0.44125,4.462,0.26686,0.03036,-0.00074,-0.02209,0,0,0.4175,0.465,GBPJPY_1378,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,135,,285,11-Sep-12,11-Sep-12,0.3975,4.2936,0.27334,0.03137,-0.00077,-0.02192,0,0,0.375,0.42,GBPJPY_1379,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,114,,285,11-Sep-12,11-Sep-12,0.4275,5.1065,-0.12206,-0.01849,0.00059,-0.01898,0,0,0.405,0.45,GBPJPY_1380,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,115,,285,11-Sep-12,11-Sep-12,0.38125,5.2496,-0.10178,-0.01636,0.00053,-0.01745,0,0,0.36,0.4025,GBPJPY_1381,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,116,,285,11-Sep-12,11-Sep-12,0.33125,5.3745,-0.08016,-0.01407,0.00046,-0.01564,0,0,0.31,0.3525,GBPJPY_1382,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,117,,285,11-Sep-12,11-Sep-12,0.2775,5.4802,-0.05744,-0.01168,0.00038,-0.01354,0,0,0.2575,0.2975,GBPJPY_1383,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118,,285,11-Sep-12,11-Sep-12,0.22625,5.5662,-0.03387,-0.0092,0.0003,-0.01115,0,0,0.205,0.2475,GBPJPY_1384,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119,,285,11-Sep-12,11-Sep-12,0.175,5.6319,-0.00973,-0.00667,0.00022,-0.00847,0,0,0.155,0.195,GBPJPY_1385,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120,,285,11-Sep-12,11-Sep-12,0.1225,5.6772,0.01472,-0.00413,0.00014,-0.00549,0,0,0.1025,0.1425,GBPJPY_1386,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121,,285,11-Sep-12,11-Sep-12,0.0675,5.702,0.0392,-0.0016,0.00005,-0.00223,0,0,0.0475,0.0875,GBPJPY_1387,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122,,285,11-Sep-12,11-Sep-12,0.035,-5.6668,-0.06309,-0.00124,0.00003,0.00101,0,0,0.015,0.055,GBPJPY_1388,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123,,285,11-Sep-12,11-Sep-12,0.0475,-5.6518,-0.08688,-0.00464,0.00011,0.00358,0,0,0.0275,0.0675,GBPJPY_1389,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124,,285,11-Sep-12,11-Sep-12,0.05875,-5.6177,-0.10998,-0.00792,0.00019,0.00585,0,0,0.0375,0.08,GBPJPY_1390,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,125,,285,11-Sep-12,11-Sep-12,0.10625,-5.5653,-0.13216,-0.01106,0.00027,0.00782,0,0,0.085,0.1275,GBPJPY_1391,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,126,,285,11-Sep-12,11-Sep-12,0.15875,-5.4956,-0.15323,-0.01404,0.00035,0.0095,0,0,0.1375,0.18,GBPJPY_1392,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,127,,285,11-Sep-12,11-Sep-12,0.21,-5.4097,-0.17303,-0.01684,0.00042,0.01091,0,0,0.1875,0.2325,GBPJPY_1393,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,128,,285,11-Sep-12,11-Sep-12,0.26125,-5.3087,-0.1914,-0.01945,0.00049,0.01206,0,0,0.24,0.2825,GBPJPY_1394,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,129,,285,11-Sep-12,11-Sep-12,0.31625,-5.194,-0.20823,-0.02184,0.00055,0.01297,0,0,0.295,0.3375,GBPJPY_1395,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,130,,285,11-Sep-12,11-Sep-12,0.37,-5.0669,-0.22343,-0.02401,0.00061,0.01366,0,0,0.3475,0.3925,GBPJPY_1396,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,131,,285,11-Sep-12,11-Sep-12,0.4175,-4.9287,-0.23692,-0.02595,0.00066,0.01415,0,0,0.395,0.44,GBPJPY_1397,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,132,,285,11-Sep-12,11-Sep-12,0.465,-4.7809,-0.24867,-0.02765,0.0007,0.01444,0,0,0.4425,0.4875,GBPJPY_1398,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,133,,285,11-Sep-12,11-Sep-12,0.51,-4.6249,-0.25865,-0.02912,0.00074,0.01457,0,0,0.4875,0.5325,GBPJPY_1399,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,134,,285,11-Sep-12,11-Sep-12,0.55,-4.462,-0.26686,-0.03036,0.00078,0.01453,0,0,0.5275,0.5725,GBPJPY_1400,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,135,,285,11-Sep-12,11-Sep-12,0.5925,-4.2936,-0.27334,-0.03137,0.00081,0.01436,0,0,0.57,0.615,GBPJPY_1401,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,121,125,285,11-Sep-12,11-Sep-12,0.00075,-0.00001,0,0,0,0,0,0,0,0.0015,GBPJPY_1402,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120,125.2,285,11-Sep-12,11-Sep-12,0.00075,-0.00001,0,0,0,0,0,0,0,0.0015,GBPJPY_1403,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119,125.4,285,11-Sep-12,11-Sep-12,0.00075,0,0,0,0,0,0,0,0,0.0015,GBPJPY_1404,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118,125.6,285,11-Sep-12,11-Sep-12,0.00075,0,0,0,0,0,0,0,0,0.0015,GBPJPY_1405,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117,125.8,285,11-Sep-12,11-Sep-12,0.00075,-0.00001,0,0,0,0,0,0,0,0.0015,GBPJPY_1406,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116,126,285,11-Sep-12,11-Sep-12,0.00075,-0.00001,-0.00002,0,0,0,0,0,0,0.0015,GBPJPY_1407,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115,126.2,285,11-Sep-12,11-Sep-12,0.00075,-0.00022,-0.00022,-0.00003,0,0,0,0,0,0.0015,GBPJPY_1408,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,114,126.4,285,11-Sep-12,11-Sep-12,0.00385,-0.00197,-0.00143,-0.00017,0,0,0,0,0.0002,0.0075,GBPJPY_1409,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,113,126.6,285,11-Sep-12,11-Sep-12,0.0216,-0.00978,-0.00546,-0.00066,0.00002,0,0,0,0.0007,0.0425,GBPJPY_1410,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,112,126.8,285,11-Sep-12,11-Sep-12,0.02735,-0.03257,-0.01472,-0.00177,0.00005,0,0,0,0.0022,0.0525,GBPJPY_1411,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,111,127,285,11-Sep-12,11-Sep-12,0.03,-0.08217,-0.031,-0.00372,0.0001,0.00001,0,0,0.005,0.055,GBPJPY_1412,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,110,127.2,285,11-Sep-12,11-Sep-12,0.0475,-0.16956,-0.05466,-0.00653,0.00018,0.00004,0,0,0.0225,0.0725,GBPJPY_1413,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,109,127.4,285,11-Sep-12,11-Sep-12,0.06625,-0.30156,-0.08453,-0.01007,0.00028,0.0001,0,0,0.04,0.0925,GBPJPY_1414,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,108,127.6,285,11-Sep-12,11-Sep-12,0.08625,-0.47934,-0.1185,-0.01406,0.00039,0.00021,0,0,0.06,0.1125,GBPJPY_1415,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,107,127.8,285,11-Sep-12,11-Sep-12,0.10375,-0.69886,-0.1541,-0.01822,0.0005,0.00038,0,0,0.0775,0.13,GBPJPY_1416,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,106,128,285,11-Sep-12,11-Sep-12,0.1225,-0.95242,-0.18912,-0.02228,0.00061,0.00062,0,0,0.095,0.15,GBPJPY_1417,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,105,128.2,285,11-Sep-12,11-Sep-12,0.13875,-1.2304,-0.2218,-0.02604,0.00072,0.00095,0,0,0.1125,0.165,GBPJPY_1418,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,104,128.4,285,11-Sep-12,11-Sep-12,0.155,-1.523,-0.25095,-0.02936,0.00081,0.00135,0,0,0.1275,0.1825,GBPJPY_1419,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,110,,,365,30-Nov-12,30-Nov-12,0.79625,2.0272,-0.06003,-0.00955,0.00031,-0.02684,0,0,0.7775,0.815,GBPJPY_1420,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,111,,,365,30-Nov-12,30-Nov-12,0.7825,2.0978,-0.05462,-0.00869,0.00029,-0.02735,0,0,0.765,0.8,GBPJPY_1421,1
