Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.97,,240,29-Jul-12,29-Jul-12,0.6375,5.3809,0.21258,0.02085,-0.00208,-0.01842,0,0,0.6175,0.6575,USDCHF_1812,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.98,,241,30-Jul-12,30-Jul-12,0.5825,5.1944,0.23532,0.0236,-0.00235,-0.01927,0,0,0.5625,0.6025,USDCHF_1813,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.99,,242,31-Jul-12,31-Jul-12,0.5325,4.988,0.25425,0.02595,-0.00258,-0.01977,0,0,0.5125,0.5525,USDCHF_1814,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,1,,243,01-Aug-12,01-Aug-12,0.485,4.7671,0.26969,0.0279,-0.00276,-0.01999,0,0,0.465,0.505,USDCHF_1815,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,1.01,,244,02-Aug-12,02-Aug-12,0.4425,4.5327,0.28106,0.02942,-0.00291,-0.01995,0,0,0.4225,0.4625,USDCHF_1816,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.9,,223,12-Jul-12,12-Jul-12,0.0975,6.3492,-0.0307,-0.00597,0.00068,-0.00647,0,0,0.0775,0.1175,USDCHF_1817,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.91,,224,13-Jul-12,13-Jul-12,0.04,6.4141,0.01138,-0.00215,0.00025,-0.00249,0,0,0.02,0.06,USDCHF_1818,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.92,,225,14-Jul-12,14-Jul-12,0.0375,-5.9907,-0.05066,-0.00196,0.00021,0.0015,0,0,0.0175,0.0575,USDCHF_1819,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.93,,226,15-Jul-12,15-Jul-12,0.1075,-5.967,-0.09102,-0.00635,0.00068,0.00455,0,0,0.0875,0.1275,USDCHF_1820,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.94,,227,16-Jul-12,16-Jul-12,0.1775,-5.8966,-0.12896,-0.01052,0.00112,0.00708,0,0,0.1575,0.1975,USDCHF_1821,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.95,,228,17-Jul-12,17-Jul-12,0.2425,-5.7884,-0.16399,-0.01441,0.00153,0.00911,0,0,0.2225,0.2625,USDCHF_1822,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.96,,229,18-Jul-12,18-Jul-12,0.305,-5.6456,-0.19553,-0.01796,0.0019,0.01068,0,0,0.285,0.325,USDCHF_1823,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.97,,230,19-Jul-12,19-Jul-12,0.3625,-5.4733,-0.22329,-0.02112,0.00223,0.01184,0,0,0.3425,0.3825,USDCHF_1824,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.98,,231,20-Jul-12,20-Jul-12,0.42,-5.2758,-0.24701,-0.02388,0.00251,0.01261,0,0,0.4,0.44,USDCHF_1825,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.99,,232,21-Jul-12,21-Jul-12,0.47,-5.0643,-0.26791,-0.02629,0.00275,0.01309,0,0,0.45,0.49,USDCHF_1826,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1,,233,22-Jul-12,22-Jul-12,0.5175,-4.8305,-0.28383,-0.02822,0.00294,0.01325,0,0,0.4975,0.5375,USDCHF_1827,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.01,,234,23-Jul-12,23-Jul-12,0.5625,-4.5824,-0.29517,-0.02969,0.00309,0.01313,0,0,0.5425,0.5825,USDCHF_1828,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.02,,235,24-Jul-12,24-Jul-12,0.595,-4.3267,-0.30268,-0.03075,0.00319,0.01281,0,0,0.575,0.615,USDCHF_1829,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.03,,236,25-Jul-12,25-Jul-12,0.6325,-4.0669,-0.30656,-0.03143,0.00324,0.01231,0,0,0.6125,0.6525,USDCHF_1830,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.04,,237,26-Jul-12,26-Jul-12,0.665,-3.8064,-0.30713,-0.03175,0.00326,0.01167,0,0,0.645,0.685,USDCHF_1831,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.05,,238,27-Jul-12,27-Jul-12,0.6925,-3.5481,-0.30474,-0.03173,0.00325,0.01091,0,0,0.6725,0.7125,USDCHF_1832,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.06,,239,28-Jul-12,28-Jul-12,0.72,-3.2933,-0.30069,-0.03147,0.00321,0.01007,0,0,0.7,0.74,USDCHF_1833,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.07,,240,29-Jul-12,29-Jul-12,0.745,-3.0451,-0.29365,-0.03092,0.00314,0.00917,0,0,0.725,0.765,USDCHF_1834,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.08,,241,30-Jul-12,30-Jul-12,0.765,-2.8063,-0.2844,-0.03013,0.00305,0.00823,0,0,0.745,0.785,USDCHF_1835,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.09,,242,31-Jul-12,31-Jul-12,0.785,-2.5777,-0.27362,-0.02917,0.00294,0.00727,0,0,0.765,0.805,USDCHF_1836,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.1,,243,01-Aug-12,01-Aug-12,0.8025,-2.3592,-0.26179,-0.02805,0.00282,0.0063,0,0,0.7825,0.8225,USDCHF_1837,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,1.11,,244,02-Aug-12,02-Aug-12,0.8175,-2.1535,-0.24892,-0.02682,0.00268,0.00535,0,0,0.7975,0.8375,USDCHF_1838,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.89,0.94,223,12-Jul-12,12-Jul-12,0.00075,0,0,0,0,0,0,0,0,0.0015,USDCHF_1839,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.887,0.944,224,13-Jul-12,13-Jul-12,0.00075,0,0,0,0,0,0,0,0,0.0015,USDCHF_1840,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.884,0.948,225,14-Jul-12,14-Jul-12,0.00075,0,0,0,0,0,0,0,0,0.0015,USDCHF_1841,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.881,0.952,226,15-Jul-12,15-Jul-12,0.00075,0,-0.00003,0,0,0,0,0,0,0.0015,USDCHF_1842,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.878,0.956,227,16-Jul-12,16-Jul-12,0.00075,0.00001,-0.00023,-0.00002,0,0,0,0,0,0.0015,USDCHF_1843,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.875,0.96,228,17-Jul-12,17-Jul-12,0.0015,0.00008,-0.00106,-0.00011,0.00001,0,0,0,0.0001,0.0029,USDCHF_1844,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.872,0.964,229,18-Jul-12,18-Jul-12,0.0102,0.00037,-0.00347,-0.00036,0.00004,0,0,0,0.0004,0.02,USDCHF_1845,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.869,0.968,230,19-Jul-12,19-Jul-12,0.023,0.00122,-0.00878,-0.0009,0.0001,-0.00001,0,0,0.001,0.045,USDCHF_1846,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.866,0.972,231,20-Jul-12,20-Jul-12,0.0275,0.00308,-0.01831,-0.00189,0.00021,-0.00001,0,0,0.0025,0.0525,USDCHF_1847,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.863,0.976,232,21-Jul-12,21-Jul-12,0.03,0.00662,-0.0337,-0.00349,0.00038,-0.00003,0,0,0.005,0.055,USDCHF_1848,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.86,0.98,233,22-Jul-12,22-Jul-12,0.045,0.01214,-0.05453,-0.00568,0.00061,-0.00006,0,0,0.02,0.07,USDCHF_1849,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.857,0.984,234,23-Jul-12,23-Jul-12,0.0625,0.01983,-0.08023,-0.00839,0.0009,-0.00009,0,0,0.0375,0.0875,USDCHF_1850,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.854,0.988,235,24-Jul-12,24-Jul-12,0.08,0.02976,-0.11026,-0.01159,0.00124,-0.00015,0,0,0.055,0.105,USDCHF_1851,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.851,0.992,236,25-Jul-12,25-Jul-12,0.1025,0.04173,-0.1434,-0.01514,0.00161,-0.00022,0,0,0.0775,0.1275,USDCHF_1852,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.848,0.996,237,26-Jul-12,26-Jul-12,0.1225,0.05538,-0.17839,-0.01893,0.002,-0.0003,0,0,0.0975,0.1475,USDCHF_1853,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.845,1,238,27-Jul-12,27-Jul-12,0.145,0.07022,-0.214,-0.02281,0.00239,-0.00041,0,0,0.12,0.17,USDCHF_1854,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.842,1.004,239,28-Jul-12,28-Jul-12,0.1675,0.08671,-0.2517,-0.0269,0.0028,-0.00053,0,0,0.1425,0.1925,USDCHF_1855,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.839,1.008,240,29-Jul-12,29-Jul-12,0.19,0.10291,-0.28663,-0.03076,0.00318,-0.00067,0,0,0.165,0.215,USDCHF_1856,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.88,0.931,223,12-Jul-12,12-Jul-12,0.99405,0,0,0,0.00002,-0.00602,0,0,0.9933,0.9948,USDCHF_1857,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.878,0.935,224,13-Jul-12,13-Jul-12,0.99395,0,0,0,0.00002,-0.00605,0,0,0.9932,0.9947,USDCHF_1858,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.876,0.939,225,14-Jul-12,14-Jul-12,0.9939,0,0,0,0.00002,-0.00608,0,0,0.9931,0.9947,USDCHF_1859,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.874,0.943,226,15-Jul-12,15-Jul-12,0.9937,0.00002,0.00002,0,0.00002,-0.0061,0,0,0.9928,0.9946,USDCHF_1860,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.872,0.947,227,16-Jul-12,16-Jul-12,0.99285,0.00009,0.00011,0.00001,0.00002,-0.00613,0,0,0.9912,0.9945,USDCHF_1861,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.87,0.951,228,17-Jul-12,17-Jul-12,0.98975,0.00035,0.0005,0.00005,0.00002,-0.00615,0,0,0.985,0.9945,USDCHF_1862,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.868,0.955,229,18-Jul-12,18-Jul-12,0.98465,0.00097,0.00163,0.00017,0.00001,-0.00618,0,0,0.975,0.9943,USDCHF_1863,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.866,0.959,230,19-Jul-12,19-Jul-12,0.97695,0.0021,0.0042,0.00043,-0.00002,-0.00621,0,0,0.96,0.9939,USDCHF_1864,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.864,0.963,231,20-Jul-12,20-Jul-12,0.9704,0.0037,0.00903,0.00093,-0.00008,-0.00623,0,0,0.9475,0.9933,USDCHF_1865,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.862,0.967,232,21-Jul-12,21-Jul-12,0.96725,0.00555,0.01731,0.00179,-0.00017,-0.00625,0,0,0.9425,0.992,USDCHF_1866,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.86,0.971,233,22-Jul-12,22-Jul-12,0.96495,0.00683,0.02921,0.00303,-0.00031,-0.00627,0,0,0.94,0.9899,USDCHF_1867,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.858,0.975,234,23-Jul-12,23-Jul-12,0.9575,0.00665,0.04481,0.00468,-0.00048,-0.00628,0,0,0.9325,0.9825,USDCHF_1868,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.856,0.979,235,24-Jul-12,24-Jul-12,0.9425,0.00412,0.06415,0.00673,-0.0007,-0.00628,0,0,0.9175,0.9675,USDCHF_1869,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.854,0.983,236,25-Jul-12,25-Jul-12,0.9275,-0.00162,0.0868,0.00915,-0.00095,-0.00628,0,0,0.9025,0.9525,USDCHF_1870,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.852,0.987,237,26-Jul-12,26-Jul-12,0.91,-0.01126,0.11211,0.01188,-0.00123,-0.00626,0,0,0.885,0.935,USDCHF_1871,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.85,0.991,238,27-Jul-12,27-Jul-12,0.895,-0.02523,0.13936,0.01484,-0.00154,-0.00622,0,0,0.87,0.92,USDCHF_1872,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.848,0.995,239,28-Jul-12,28-Jul-12,0.875,-0.04431,0.16985,0.01815,-0.00187,-0.00617,0,0,0.85,0.9,USDCHF_1873,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.846,0.999,240,29-Jul-12,29-Jul-12,0.8575,-0.0678,0.19971,0.02143,-0.0022,-0.0061,0,0,0.8325,0.8825,USDCHF_1874,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.844,1.003,241,30-Jul-12,30-Jul-12,0.84,-0.09529,0.22855,0.02464,-0.00252,-0.00602,0,0,0.815,0.865,USDCHF_1875,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.8,,,340,06-Nov-12,06-Nov-12,0.8225,1.6952,-0.07844,-0.01192,0.00092,-0.02312,0,0,0.805,0.84,USDCHF_1876,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.815,,,341,07-Nov-12,07-Nov-12,0.7875,1.8675,-0.07212,-0.011,0.00086,-0.02448,0,0,0.77,0.805,USDCHF_1877,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.83,,,342,08-Nov-12,08-Nov-12,0.7475,2.0249,-0.06308,-0.00965,0.00076,-0.02568,0,0,0.73,0.765,USDCHF_1878,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.845,,,343,09-Nov-12,09-Nov-12,0.705,2.1631,-0.05164,-0.00793,0.00064,-0.0267,0,0,0.6875,0.7225,USDCHF_1879,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.86,,,344,10-Nov-12,10-Nov-12,0.66,2.2811,-0.03837,-0.0059,0.00049,-0.02752,0,0,0.6425,0.6775,USDCHF_1880,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.875,,,345,11-Nov-12,11-Nov-12,0.61,2.3725,-0.02344,-0.00361,0.00033,-0.02808,0,0,0.5925,0.6275,USDCHF_1881,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.89,,,346,12-Nov-12,12-Nov-12,0.56,2.4361,-0.00751,-0.00116,0.00016,-0.02837,0,0,0.5425,0.5775,USDCHF_1882,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.905,,,347,13-Nov-12,13-Nov-12,0.52,2.472,0.0088,0.00136,-0.00002,-0.02841,0,0,0.5025,0.5375,USDCHF_1883,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.92,,,348,14-Nov-12,14-Nov-12,0.475,2.4807,0.02492,0.00388,-0.0002,-0.02819,0,0,0.4575,0.4925,USDCHF_1884,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.935,,,349,15-Nov-12,15-Nov-12,0.4325,2.4637,0.04037,0.0063,-0.00037,-0.02773,0,0,0.415,0.45,USDCHF_1885,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.95,,,350,16-Nov-12,16-Nov-12,0.3925,2.4229,0.05471,0.00857,-0.00054,-0.02705,0,0,0.375,0.41,USDCHF_1886,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.965,,,351,17-Nov-12,17-Nov-12,0.3525,2.3631,0.06781,0.01064,-0.00068,-0.0262,0,0,0.335,0.37,USDCHF_1887,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.98,,,352,18-Nov-12,18-Nov-12,0.3175,2.2831,0.07914,0.01245,-0.00081,-0.02517,0,0,0.3,0.335,USDCHF_1888,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.995,,,353,19-Nov-12,19-Nov-12,0.285,2.1865,0.08849,0.01397,-0.00091,-0.02399,0,0,0.2675,0.3025,USDCHF_1889,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,1.01,,,354,20-Nov-12,20-Nov-12,0.2575,2.0778,0.09591,0.01518,-0.001,-0.02271,0,0,0.24,0.275,USDCHF_1890,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,1.025,,,355,21-Nov-12,21-Nov-12,0.2325,1.96,0.10136,0.0161,-0.00106,-0.02135,0,0,0.215,0.25,USDCHF_1891,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,1.04,,,356,22-Nov-12,22-Nov-12,0.2075,1.836,0.10496,0.01672,-0.00111,-0.01995,0,0,0.19,0.225,USDCHF_1892,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,1.055,,,357,23-Nov-12,23-Nov-12,0.185,1.7087,0.10677,0.01706,-0.00113,-0.01852,0,0,0.1675,0.2025,USDCHF_1893,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,1.07,,,358,24-Nov-12,24-Nov-12,0.1675,1.5803,0.10723,0.01716,-0.00114,-0.0171,0,0,0.15,0.185,USDCHF_1894,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,1.085,,,359,25-Nov-12,25-Nov-12,0.15,1.4527,0.1061,0.01703,-0.00113,-0.0157,0,0,0.1325,0.1675,USDCHF_1895,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,1.1,,,360,26-Nov-12,26-Nov-12,0.1325,1.3281,0.10366,0.01669,-0.0011,-0.01434,0,0,0.115,0.15,USDCHF_1896,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,1.115,,,361,27-Nov-12,27-Nov-12,0.12,1.2078,0.1002,0.01618,-0.00107,-0.01303,0,0,0.1025,0.1375,USDCHF_1897,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.73,,,340,06-Nov-12,06-Nov-12,0.0625,-0.85514,0.07113,0.01081,-0.0008,0.00725,0,0,0.045,0.08,USDCHF_1898,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.745,,,341,07-Nov-12,07-Nov-12,0.08,-1.0263,0.07666,0.01169,-0.00086,0.00868,0,0,0.0625,0.0975,USDCHF_1899,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.76,,,342,08-Nov-12,08-Nov-12,0.1,-1.2063,0.08013,0.01226,-0.00091,0.01017,0,0,0.0825,0.1175,USDCHF_1900,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.775,,,343,09-Nov-12,09-Nov-12,0.1225,-1.3902,0.08115,0.01245,-0.00092,0.01168,0,0,0.105,0.14,USDCHF_1901,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.79,,,344,10-Nov-12,10-Nov-12,0.15,-1.5735,0.07972,0.01226,-0.00091,0.01316,0,0,0.1325,0.1675,USDCHF_1902,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.805,,,345,11-Nov-12,11-Nov-12,0.1825,-1.7506,0.07533,0.01162,-0.00086,0.01457,0,0,0.165,0.2,USDCHF_1903,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.82,,,346,12-Nov-12,12-Nov-12,0.2175,-1.9161,0.0681,0.01053,-0.00079,0.01585,0,0,0.2,0.235,USDCHF_1904,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.835,,,347,13-Nov-12,13-Nov-12,0.2575,-2.0652,0.05831,0.00905,-0.00068,0.01696,0,0,0.24,0.275,USDCHF_1905,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.85,,,348,14-Nov-12,14-Nov-12,0.3025,-2.1939,0.04629,0.0072,-0.00055,0.01786,0,0,0.285,0.32,USDCHF_1906,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.865,,,349,15-Nov-12,15-Nov-12,0.35,-2.2993,0.03251,0.00508,-0.0004,0.01854,0,0,0.3325,0.3675,USDCHF_1907,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.88,,,350,16-Nov-12,16-Nov-12,0.3975,-2.3791,0.01747,0.00274,-0.00024,0.01897,0,0,0.38,0.415,USDCHF_1908,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.895,,,351,17-Nov-12,17-Nov-12,0.4475,-2.4352,0.00174,0.00027,-0.00007,0.01917,0,0,0.43,0.465,USDCHF_1909,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.91,,,352,18-Nov-12,18-Nov-12,0.485,-2.4628,-0.01425,-0.00224,0.00011,0.0191,0,0,0.4675,0.5025,USDCHF_1910,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.925,,,353,19-Nov-12,19-Nov-12,0.53,-2.4627,-0.02991,-0.00472,0.00028,0.01877,0,0,0.5125,0.5475,USDCHF_1911,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.94,,,354,20-Nov-12,20-Nov-12,0.5725,-2.438,-0.04476,-0.00709,0.00045,0.01821,0,0,0.555,0.59,USDCHF_1912,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.955,,,355,21-Nov-12,21-Nov-12,0.6125,-2.3905,-0.05841,-0.00927,0.0006,0.01744,0,0,0.595,0.63,USDCHF_1913,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.97,,,356,22-Nov-12,22-Nov-12,0.65,-2.3231,-0.07056,-0.01124,0.00074,0.01648,0,0,0.6325,0.6675,USDCHF_1914,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.985,,,357,23-Nov-12,23-Nov-12,0.6825,-2.2384,-0.08098,-0.01294,0.00086,0.01537,0,0,0.665,0.7,USDCHF_1915,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,1,,,358,24-Nov-12,24-Nov-12,0.715,-2.1414,-0.08983,-0.01438,0.00095,0.01414,0,0,0.6975,0.7325,USDCHF_1916,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,1.015,,,359,25-Nov-12,25-Nov-12,0.7425,-2.0317,-0.09663,-0.01551,0.00103,0.01281,0,0,0.725,0.76,USDCHF_1917,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,1.03,,,360,26-Nov-12,26-Nov-12,0.7675,-1.9134,-0.10146,-0.01633,0.00109,0.01141,0,0,0.75,0.785,USDCHF_1918,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,1.045,,,361,27-Nov-12,27-Nov-12,0.79,-1.7899,-0.10445,-0.01686,0.00113,0.00996,0,0,0.7725,0.8075,USDCHF_1919,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.8,,340,06-Nov-12,06-Nov-12,0.3625,-3.4607,0.1629,0.02606,-0.00192,0.01585,0,0,0.3425,0.3825,USDCHF_1920,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.81,,341,07-Nov-12,07-Nov-12,0.4125,-3.7012,0.15526,0.02518,-0.00186,0.01574,0,0,0.3925,0.4325,USDCHF_1921,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.82,,342,08-Nov-12,08-Nov-12,0.46,-3.9297,0.14512,0.02393,-0.00176,0.01531,0,0,0.44,0.48,USDCHF_1922,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.83,,343,09-Nov-12,09-Nov-12,0.5125,-4.1436,0.13264,0.02233,-0.00164,0.01452,0,0,0.4925,0.5325,USDCHF_1923,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.84,,344,10-Nov-12,10-Nov-12,0.5675,-4.3437,0.11843,0.02046,-0.0015,0.01338,0,0,0.5475,0.5875,USDCHF_1924,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.85,,345,11-Nov-12,11-Nov-12,0.6225,-4.5227,0.10198,0.01827,-0.00133,0.01181,0,0,0.6025,0.6425,USDCHF_1925,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.86,,346,12-Nov-12,12-Nov-12,0.68,-4.6793,0.08377,0.01582,-0.00115,0.0098,0,0,0.66,0.7,USDCHF_1926,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.87,,347,13-Nov-12,13-Nov-12,0.74,-4.8131,0.06425,0.01317,-0.00095,0.00736,0,0,0.72,0.76,USDCHF_1927,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.88,,348,14-Nov-12,14-Nov-12,0.8,-4.923,0.04376,0.01038,-0.00074,0.00446,0,0,0.78,0.82,USDCHF_1928,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.89,,349,15-Nov-12,15-Nov-12,0.86,-5.0089,0.02264,0.00749,-0.00053,0.00112,0,0,0.84,0.88,USDCHF_1929,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.9,,350,16-Nov-12,16-Nov-12,0.9225,-5.0705,0.00122,0.00456,-0.00031,-0.00268,0,0,0.9025,0.9425,USDCHF_1930,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.91,,351,17-Nov-12,17-Nov-12,0.9475,-5.1132,-0.02023,0.00164,-0.0001,-0.0069,0,0,0.9275,0.9675,USDCHF_1931,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.92,,352,18-Nov-12,18-Nov-12,0.95,4.7617,0.03911,0.00161,-0.00008,-0.01095,0,0,0.93,0.97,USDCHF_1932,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.93,,353,19-Nov-12,19-Nov-12,0.9125,4.7514,0.05963,0.00522,-0.00033,-0.01402,0,0,0.8925,0.9325,USDCHF_1933,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.94,,354,20-Nov-12,20-Nov-12,0.855,4.7199,0.07929,0.0087,-0.00056,-0.01665,0,0,0.835,0.875,USDCHF_1934,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.95,,355,21-Nov-12,21-Nov-12,0.8025,4.668,0.09785,0.012,-0.00079,-0.01888,0,0,0.7825,0.8225,USDCHF_1935,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.96,,356,22-Nov-12,22-Nov-12,0.75,4.5977,0.11516,0.0151,-0.00099,-0.02073,0,0,0.73,0.77,USDCHF_1936,0
